Ligand,Old Indexes,New Indexes,Deprotonation Type
SEBNUJ,"[19, 20]","[19, 20]",Single Deprotonation
LAVKOL,"[33, 36]","[33, 36]",Single Deprotonation
COCJIO,"[5, 6]","[5, 6]",Single Deprotonation
SEZKEQ01,"[29, 34]","[29, 34]",Single Deprotonation
VUWRIO,"[0, 1]","[0, 1]",Single Deprotonation
XAGDUH,"[37, 54]","[37, 54]",No Deprotonation
WUJGOZ,"[0, 3]","[0, 2]",Single Deprotonation
YERKAH,"[0, 5]","[0, 5]",Single Deprotonation
OKIZEP,"[1, 16]","[1, 16]",No Deprotonation
HOTTIT,"[16, 40]","[16, 39]",Single Deprotonation
YEYTEC,"[1, 5]","[1, 5]",No Deprotonation
ZESRAS,"[8, 25]","[8, 25]",Single Deprotonation
JIQZUF,"[1, 4]","[1, 3]",Single Deprotonation
TOZXOY,"[0, 1]","[0, 1]",Double Deprotonation
XIMZUR,"[2, 5]","[2, 5]",No Deprotonation
MEFHEM,"[0, 1]","[0, 1]",No Deprotonation
JERHOD,"[0, 2]","[0, 2]",Double Deprotonation
WIPHEI,"[3, 5]","[3, 5]",No Deprotonation
WEMREO,"[17, 22]","[17, 22]",No Deprotonation
YELHUV,"[2, 4]","[2, 4]",Single Deprotonation
GIPWIM,"[8, 9]","[8, 9]",Single Deprotonation
QAMXEI,"[12, 13]","[12, 13]",No Deprotonation
LIVDUS,"[20, 23]","[20, 23]",No Deprotonation
IKESIC,"[1, 2]","[1, 2]",Single Deprotonation
PAMDAK,"[28, 29]","[28, 29]",No Deprotonation
QUYQUY,"[0, 3]","[0, 3]",Single Deprotonation
TIDFAO,"[3, 4]","[3, 4]",Single Deprotonation
POKRUE,"[0, 2]","[0, 1]",Double Deprotonation
HOWTEU,"[1, 2]","[1, 2]",No Deprotonation
ODUFOI,"[2, 5]","[2, 5]",Single Deprotonation
BERMUI,"[38, 41]","[38, 40]",Single Deprotonation
COCFIM,"[3, 4]","[3, 4]",Single Deprotonation
AHIROA,"[0, 2]","[0, 1]",Single Deprotonation
SAJJAR,"[0, 12]","[0, 12]",No Deprotonation
XOFDEB,"[8, 12]","[8, 11]",Double Deprotonation
HEDSEQ,"[12, 13]","[10, 11]",Double Deprotonation
HXIBAC,"[5, 6]","[5, 6]",Single Deprotonation
NADMEK,"[3, 4]","[3, 4]",Double Deprotonation
TUKCAD,"[7, 9]","[7, 9]",No Deprotonation
UDOVIT,"[26, 27]","[25, 26]",Single Deprotonation
OPULUI,"[5, 20]","[5, 20]",No Deprotonation
SUHTOG,"[5, 7]","[5, 6]",Single Deprotonation
KOJQAB,"[0, 3]","[0, 3]",No Deprotonation
BOCNOX,"[31, 33]","[31, 33]",No Deprotonation
WIBZEM,"[23, 24]","[23, 24]",Single Deprotonation
LIXPOX,"[0, 1]","[0, 1]",Single Deprotonation
ARIFUE,"[14, 15]","[14, 15]",No Deprotonation
LIBXUQ,"[2, 4]","[2, 3]",Single Deprotonation
GIRLEZ,"[47, 49]","[47, 48]",Single Deprotonation
BETFAH,"[8, 9]","[8, 9]",Single Deprotonation
KUGYUG,"[0, 1]","[0, 1]",Double Deprotonation
BIVFER,"[6, 20]","[6, 20]",Double Deprotonation
ALUXUC,"[25, 28]","[25, 27]",Single Deprotonation
FIMDUD,"[0, 1]","[0, 1]",Single Deprotonation
SIKTIS,"[2, 7]","[2, 7]",No Deprotonation
LANFIR,"[1, 7]","[1, 7]",No Deprotonation
VEKTOW,"[3, 5]","[3, 4]",Single Deprotonation
CHXHTN,"[21, 22]","[21, 22]",Single Deprotonation
FUZZUX,"[0, 1]","[0, 1]",Single Deprotonation
QACSIY,"[0, 2]","[0, 1]",Single Deprotonation
HASCOT,"[0, 3]","[0, 3]",Single Deprotonation
EFIFEF,"[28, 36]","[28, 36]",Single Deprotonation
GOHTON,"[1, 2]","[1, 2]",Single Deprotonation
ALESAM,"[11, 23]","[11, 23]",No Deprotonation
XOYWEO01,"[4, 5]","[4, 5]",No Deprotonation
BAFXUF,"[15, 16]","[15, 16]",Double Deprotonation
ACADOS,"[29, 30]","[29, 30]",No Deprotonation
QILZEQ,"[19, 28]","[19, 28]",No Deprotonation
JEHXOK,"[2, 4]","[2, 4]",Single Deprotonation
DXHPYC10,"[27, 29]","[26, 28]",Single Deprotonation
JEJHOW,"[6, 10]","[6, 10]",Single Deprotonation
HEYJIE,"[2, 4]","[2, 4]",Single Deprotonation
BOQNEC,"[6, 7]","[6, 7]",Single Deprotonation
SIFBUH,"[0, 9]","[0, 9]",No Deprotonation
PUSLEU,"[9, 12]","[9, 12]",Single Deprotonation
DIFJIN,"[27, 29]","[27, 28]",Single Deprotonation
XOKJOZ,"[7, 16]","[7, 16]",No Deprotonation
SABRIW,"[0, 1]","[0, 1]",Single Deprotonation
EZOREQ,"[40, 42]","[40, 41]",Single Deprotonation
XECHES,"[2, 5]","[2, 5]",No Deprotonation
ZEJCUM,"[2, 3]","[2, 3]",Double Deprotonation
ADAWAF01,"[0, 6]","[0, 6]",No Deprotonation
BERYED,"[3, 4]","[3, 4]",Single Deprotonation
HOPKOM,"[27, 30]","[27, 30]",Single Deprotonation
HAMXEA,"[10, 12]","[10, 11]",Double Deprotonation
ZEXVUV,"[0, 2]","[0, 1]",Single Deprotonation
ALOMAR,"[2, 4]","[2, 3]",Double Deprotonation
OPAKUN,"[2, 4]","[2, 3]",Single Deprotonation
YAGNAW,"[5, 9]","[5, 9]",No Deprotonation
EGAJAZ,"[2, 9]","[2, 8]",Single Deprotonation
XAPMAC,"[2, 4]","[2, 3]",Single Deprotonation
DATSIC,"[0, 4]","[0, 3]",Single Deprotonation
TOXZOX,"[41, 42]","[41, 42]",No Deprotonation
YAXTAU,"[1, 5]","[1, 5]",No Deprotonation
OTUBEM,"[0, 1]","[0, 1]",Single Deprotonation
NERPAC,"[5, 10]","[5, 9]",Single Deprotonation
AYIYEO,"[33, 34]","[33, 34]",Single Deprotonation
IGUZEP,"[3, 4]","[3, 4]",Single Deprotonation
ESUFON,"[0, 21]","[0, 21]",No Deprotonation
PUWSEH,"[3, 7]","[3, 7]",Double Deprotonation
NERPIL,"[3, 5]","[3, 5]",No Deprotonation
QAKLEV,"[2, 6]","[2, 6]",No Deprotonation
COTPAC,"[0, 2]","[0, 2]",Single Deprotonation
KEKVAZ,"[0, 4]","[0, 4]",No Deprotonation
RAXVOB,"[0, 1]","[0, 1]",Single Deprotonation
IHUFEY,"[8, 9]","[8, 9]",Single Deprotonation
HOJZUB,"[3, 4]","[3, 4]",No Deprotonation
LOPVUJ,"[0, 5]","[0, 5]",No Deprotonation
YIZSEH,"[5, 9]","[5, 9]",No Deprotonation
HINQOK,"[1, 4]","[1, 4]",No Deprotonation
GOJCOX,"[12, 13]","[12, 13]",Single Deprotonation
GIMPAU,"[0, 1]","[0, 1]",Single Deprotonation
ADPOSM01,"[25, 26]","[25, 26]",No Deprotonation
MEKVEG,"[3, 4]","[3, 4]",Single Deprotonation
PALPIC,"[0, 1]","[0, 1]",Single Deprotonation
IMIWOQ,"[2, 5]","[2, 5]",Single Deprotonation
YIZTOT,"[3, 4]","[3, 4]",No Deprotonation
SAHDUC,"[3, 5]","[3, 5]",Single Deprotonation
NEFSUN,"[0, 1]","[0, 1]",Single Deprotonation
ARUZOE,"[0, 2]","[0, 1]",Single Deprotonation
WADQID,"[1, 2]","[1, 2]",Single Deprotonation
CEXWOT,"[22, 23]","[22, 23]",Single Deprotonation
SOXXAG,"[17, 20]","[17, 20]",No Deprotonation
UYOVAG,"[10, 11]","[10, 11]",No Deprotonation
YURMOP,"[16, 18]","[16, 18]",Single Deprotonation
CAVPEU,"[1, 3]","[1, 3]",Single Deprotonation
FOPLIF,"[24, 25]","[24, 25]",Single Deprotonation
PAYBUO,"[3, 5]","[3, 5]",Single Deprotonation
AWUVOD,"[0, 2]","[0, 1]",Single Deprotonation
XEXXUT,"[2, 5]","[2, 5]",Single Deprotonation
JOSWAP01,"[8, 9]","[8, 9]",No Deprotonation
CIQLUK,"[0, 2]","[0, 1]",Single Deprotonation
UTOHAN,"[3, 6]","[3, 5]",Single Deprotonation
WOSJIA,"[4, 6]","[4, 5]",Double Deprotonation
NUGNOU,"[0, 1]","[0, 1]",Single Deprotonation
CIVMOM,"[1, 3]","[1, 3]",No Deprotonation
ZZZZCB03,"[0, 1]","[0, 1]",Single Deprotonation
OJOCEX,"[5, 7]","[5, 6]",Double Deprotonation
FULMUU,"[7, 9]","[7, 9]",No Deprotonation
LISSUE,"[0, 1]","[0, 1]",Single Deprotonation
HIBPOA,"[0, 2]","[0, 2]",No Deprotonation
XOYDAT,"[23, 30]","[23, 30]",No Deprotonation
GOKFUJ,"[10, 17]","[10, 17]",No Deprotonation
YUFJER,"[1, 4]","[1, 4]",Single Deprotonation
ZAQREQ,"[0, 2]","[0, 1]",Double Deprotonation
LUPJIQ,"[4, 9]","[4, 9]",No Deprotonation
NIJDUH01,"[0, 2]","[0, 2]",Single Deprotonation
TAWMIO01,"[23, 29]","[23, 29]",Single Deprotonation
REWLEL,"[2, 7]","[2, 7]",No Deprotonation
HIXVIV,"[46, 48]","[46, 47]",Double Deprotonation
DETTOO,"[5, 7]","[5, 6]",Single Deprotonation
WUNLIB,"[0, 3]","[0, 3]",Single Deprotonation
JINQEF,"[29, 31]","[29, 30]",Double Deprotonation
DTBRPY,"[19, 20]","[17, 18]",Double Deprotonation
MGUHBR,"[9, 11]","[9, 11]",Single Deprotonation
BENZOK,"[12, 14]","[12, 13]",Single Deprotonation
NAFHUX,"[1, 2]","[1, 2]",Double Deprotonation
DUKVUB,"[1, 3]","[1, 2]",Single Deprotonation
JELTAV,"[22, 26]","[22, 26]",Single Deprotonation
ONILED,"[22, 48]","[22, 48]",No Deprotonation
AREBEE,"[3, 5]","[3, 4]",Double Deprotonation
BENREU,"[3, 4]","[3, 4]",Single Deprotonation
SILLII,"[5, 14]","[5, 14]",Double Deprotonation
XIYPIH,"[1, 3]","[1, 3]",No Deprotonation
WIGXIU,"[3, 9]","[3, 9]",No Deprotonation
JEMFUD,"[13, 16]","[13, 16]",No Deprotonation
SIFBEP,"[54, 55]","[54, 55]",No Deprotonation
FORMEG,"[1, 13]","[1, 13]",No Deprotonation
EYIPUZ,"[0, 2]","[0, 1]",Single Deprotonation
GLYPRB,"[49, 50]","[48, 49]",Single Deprotonation
BEMSAP,"[1, 2]","[1, 2]",Single Deprotonation
GARFAI,"[15, 17]","[15, 16]",Double Deprotonation
CAFMOL,"[6, 9]","[6, 9]",Single Deprotonation
WUDGUX,"[25, 26]","[24, 25]",Single Deprotonation
COZCIG,"[0, 5]","[0, 4]",Single Deprotonation
KUZNEZ,"[4, 6]","[4, 5]",Double Deprotonation
AZURID10,"[11, 13]","[11, 13]",Double Deprotonation
DUKSEK,"[20, 23]","[20, 23]",No Deprotonation
EHADUM,"[13, 16]","[13, 16]",Single Deprotonation
GAPYAZ,"[1, 5]","[1, 5]",No Deprotonation
SCYADN10,"[6, 7]","[6, 7]",No Deprotonation
JUCQOP,"[0, 2]","[0, 1]",Single Deprotonation
XERDAZ,"[1, 2]","[1, 2]",Single Deprotonation
EQITEE,"[6, 7]","[6, 7]",Single Deprotonation
FAMYUO,"[0, 1]","[0, 1]",Double Deprotonation
EYECES,"[16, 44]","[16, 44]",No Deprotonation
PEKXAG,"[1, 2]","[1, 2]",Single Deprotonation
IQUHOT,"[3, 4]","[3, 4]",No Deprotonation
CUVRIX,"[3, 21]","[3, 21]",No Deprotonation
MANFOX,"[2, 29]","[2, 28]",Double Deprotonation
HALNIU,"[41, 43]","[41, 42]",Single Deprotonation
YINSEU,"[2, 4]","[2, 3]",Double Deprotonation
YAHBEO,"[3, 6]","[3, 6]",Single Deprotonation
PIBVEE,"[0, 2]","[0, 2]",Single Deprotonation
LETBIX,"[0, 4]","[0, 4]",No Deprotonation
SIGQAB,"[7, 11]","[7, 10]",Single Deprotonation
DUBROJ,"[1, 3]","[1, 2]",Double Deprotonation
MODSAZ01,"[0, 4]","[0, 4]",Single Deprotonation
CAQYAW,"[1, 3]","[1, 3]",No Deprotonation
TARZOD,"[4, 5]","[4, 5]",No Deprotonation
EFADAS,"[1, 3]","[1, 3]",Single Deprotonation
QURZUY,"[3, 4]","[3, 4]",Double Deprotonation
EZOGEH,"[0, 2]","[0, 1]",Single Deprotonation
WAYQAQ,"[2, 3]","[2, 3]",Double Deprotonation
WUQFIX,"[20, 22]","[20, 21]",Double Deprotonation
EROMEF,"[2, 3]","[2, 3]",Single Deprotonation
AGAMUS,"[2, 9]","[2, 9]",No Deprotonation
CUPNIM,"[35, 36]","[35, 36]",Single Deprotonation
JESYUC,"[2, 3]","[2, 3]",Single Deprotonation
TABYON,"[2, 4]","[2, 3]",Double Deprotonation
SAXFED01,"[7, 9]","[7, 9]",Single Deprotonation
XAKDOG,"[10, 13]","[10, 13]",No Deprotonation
WINLIP,"[2, 4]","[2, 3]",Double Deprotonation
BARKIO10,"[19, 26]","[19, 26]",Single Deprotonation
NEUROA,"[0, 5]","[0, 5]",Single Deprotonation
NUZTUZ,"[0, 1]","[0, 1]",Single Deprotonation
LUKWOF,"[2, 3]","[2, 3]",Single Deprotonation
DAZGOB,"[39, 40]","[39, 40]",No Deprotonation
SURHIX,"[0, 1]","[0, 1]",Single Deprotonation
KOLWAL,"[14, 16]",Error,Double Deprotonation
VIZHER,"[9, 10]","[9, 10]",Single Deprotonation
SEBSIB,"[2, 3]","[2, 3]",No Deprotonation
EPXPTZ10,"[1, 2]","[1, 2]",No Deprotonation
UDAKEP,"[2, 32]","[2, 32]",No Deprotonation
PUVMAU,"[1, 2]","[1, 2]",Single Deprotonation
YIDKOO,"[24, 25]","[24, 25]",Double Deprotonation
SIHPAC,"[0, 1]","[0, 1]",No Deprotonation
LEQFES,"[3, 5]","[3, 5]",No Deprotonation
RUFFII,"[1, 3]","[1, 2]",Single Deprotonation
PEWROA,"[1, 4]","[1, 4]",Double Deprotonation
QUPKIV,"[14, 15]","[14, 15]",Single Deprotonation
ZITPAT,"[16, 17]","[16, 17]",Single Deprotonation
BUFYIK,"[11, 12]","[11, 12]",No Deprotonation
CUBJIU,"[3, 5]","[3, 4]",Single Deprotonation
YOLNUK,"[24, 49]","[24, 49]",No Deprotonation
WOBNEG,"[1, 2]","[1, 2]",No Deprotonation
RALTEE,"[3, 8]","[3, 8]",No Deprotonation
OHOYES,"[5, 9]","[5, 9]",Single Deprotonation
TUNBAH,"[7, 13]","[7, 12]",Single Deprotonation
HORDUN01,"[0, 1]","[0, 1]",Single Deprotonation
COBZAX,"[3, 5]","[3, 4]",Single Deprotonation
VEVGOS,"[3, 5]","[3, 5]",No Deprotonation
JAWJIA,"[18, 19]","[18, 19]",Double Deprotonation
ANUSAF,"[29, 31]","[29, 30]",Single Deprotonation
YISXIK,"[2, 4]","[2, 4]",Single Deprotonation
XUCDOO,"[1, 2]","[1, 2]",Single Deprotonation
IVEYUE,"[17, 22]","[17, 22]",No Deprotonation
DANSEQ,"[23, 27]","[23, 27]",Single Deprotonation
JAXQAB,"[1, 3]","[1, 2]",Single Deprotonation
AXOYER,"[41, 44]","[41, 44]",Single Deprotonation
VISBOP,"[1, 5]","[1, 4]",Single Deprotonation
PUVRAZ,"[3, 5]","[3, 4]",Single Deprotonation
HAHJOP,"[20, 22]","[20, 22]",Single Deprotonation
NEHBEK,"[24, 25]","[24, 25]",Single Deprotonation
CEKXEV,"[1, 13]","[1, 13]",Single Deprotonation
KOPSOX,"[1, 2]","[1, 2]",Single Deprotonation
XAZGEM,"[5, 6]","[5, 6]",Single Deprotonation
JUNBIF,"[0, 1]","[0, 1]",Single Deprotonation
POPJAH,"[2, 3]","[2, 3]",Single Deprotonation
HIQKAT,"[0, 4]","[0, 4]",No Deprotonation
MOZQEY,"[1, 5]","[1, 4]",Single Deprotonation
SAWQIS,"[26, 27]","[26, 27]",No Deprotonation
TIWDEI,"[26, 28]","[26, 28]",Double Deprotonation
MINBIU,"[2, 6]","[2, 6]",No Deprotonation
HOGZIN,"[3, 4]","[3, 4]",Single Deprotonation
NEHSEA,"[3, 11]","[3, 11]",No Deprotonation
TECNOG,"[4, 5]","[4, 5]",Single Deprotonation
LIGMOG,"[3, 6]","[3, 5]",Double Deprotonation
YIRSEY,"[1, 6]","[1, 5]",Single Deprotonation
ULAZUC,"[34, 36]","[34, 35]",Single Deprotonation
QEBDEJ,"[4, 15]","[4, 15]",No Deprotonation
VEBTEC,"[13, 16]","[13, 15]",Single Deprotonation
DIPXIJ,"[6, 7]","[6, 7]",No Deprotonation
BAQVOH,"[6, 7]","[6, 7]",No Deprotonation
HOXFUX,"[0, 2]","[0, 2]",No Deprotonation
UJOBOL,"[26, 28]","[26, 27]",Double Deprotonation
FEQBIP,"[2, 5]","[2, 5]",No Deprotonation
QEPGAU,"[0, 12]","[0, 12]",Single Deprotonation
DMOXAM,"[3, 9]","[3, 9]",Single Deprotonation
COVVIS,"[7, 8]","[7, 8]",No Deprotonation
KIGDOT,"[7, 13]","[7, 13]",No Deprotonation
ZOTYOW,"[1, 5]","[1, 5]",Single Deprotonation
KEVPIK,"[10, 12]","[10, 12]",Double Deprotonation
ZOBDOL,"[8, 28]","[8, 27]",Double Deprotonation
TIZMAQ,"[8, 9]","[8, 9]",No Deprotonation
SESZOI,"[0, 5]","[0, 5]",No Deprotonation
KOCRUS,"[1, 3]","[1, 2]",Double Deprotonation
VOJTOF,"[1, 3]","[1, 3]",No Deprotonation
VIYCEO,"[2, 6]","[2, 6]",Single Deprotonation
PORGUB,"[2, 3]","[2, 3]",No Deprotonation
HUKLOR,"[2, 4]","[2, 3]",Single Deprotonation
CAHCIT,"[6, 7]","[6, 7]",No Deprotonation
IPUDIH,"[0, 23]","[0, 23]",No Deprotonation
JATGIU,"[1, 2]","[1, 2]",Single Deprotonation
IJUTOW,"[2, 8]","[2, 8]",Single Deprotonation
XOXPOQ,"[0, 3]","[0, 3]",Single Deprotonation
EPEHOX,"[9, 16]","[9, 16]",No Deprotonation
RUSLOJ,"[37, 44]","[37, 44]",No Deprotonation
MUSYUV,"[52, 54]","[52, 53]",Double Deprotonation
BIKQES,"[3, 9]","[3, 8]",Double Deprotonation
UFORUE,"[0, 6]","[0, 6]",Single Deprotonation
QUFJUX,"[0, 18]","[0, 18]",No Deprotonation
SIJZER,"[1, 2]","[1, 2]",Single Deprotonation
JIJXOP,"[9, 10]","[9, 10]",Double Deprotonation
KECGIK,"[0, 4]","[0, 4]",Single Deprotonation
PILCES,"[17, 18]","[17, 18]",Single Deprotonation
WOHDUV,"[0, 6]","[0, 5]",Single Deprotonation
DUJSIL,"[0, 4]","[0, 4]",No Deprotonation
ASUROX,"[1, 6]","[1, 5]",Single Deprotonation
FEZBIW,"[4, 9]","[4, 9]",No Deprotonation
GEWZUF,"[10, 14]","[10, 14]",No Deprotonation
MISLIK,"[0, 17]","[0, 17]",No Deprotonation
WANREK,"[0, 3]","[0, 3]",No Deprotonation
EFODIN,"[4, 11]","[4, 10]",Single Deprotonation
WIQZOL,"[21, 23]","[21, 23]",No Deprotonation
ZZZUCY01,"[0, 1]","[0, 1]",Single Deprotonation
PHTHAC06,"[0, 1]","[0, 1]",Single Deprotonation
JUMNEM,"[2, 9]","[2, 9]",No Deprotonation
VIXNIC,"[1, 4]","[1, 4]",No Deprotonation
CEFGOJ,"[11, 21]","[11, 21]",No Deprotonation
SODVEM,"[0, 3]","[0, 3]",Single Deprotonation
TAKNIC,"[0, 5]","[0, 4]",Single Deprotonation
WIXVEF,"[28, 29]","[28, 29]",Single Deprotonation
OCINIY,"[1, 2]","[1, 2]",No Deprotonation
CAROLE10,"[32, 33]","[30, 31]",Double Deprotonation
QQQCHJ01,"[5, 6]","[5, 6]",Single Deprotonation
BULMAY,"[3, 5]","[3, 5]",No Deprotonation
TORKAP,"[10, 11]","[10, 11]",Single Deprotonation
EXILON,"[0, 1]","[0, 1]",Single Deprotonation
RESJUV,"[1, 16]","[1, 16]",Single Deprotonation
YEJNIM,"[0, 16]","[0, 15]",Single Deprotonation
NAZPUC,"[47, 48]","[47, 48]",No Deprotonation
IYUCAI,"[8, 10]","[8, 9]",Single Deprotonation
XOZJIG,"[0, 2]","[0, 2]",Single Deprotonation
NATDUK,"[0, 5]","[0, 5]",Single Deprotonation
LUFXAM,"[1, 26]","[1, 25]",Single Deprotonation
UXEQIZ02,"[38, 43]","[38, 43]",No Deprotonation
OJUSIY,"[1, 2]","[1, 2]",No Deprotonation
HUWRAU,"[0, 2]","[0, 1]",Double Deprotonation
LAWBUH,"[1, 3]","[1, 2]",Single Deprotonation
WEHCAO,"[3, 4]","[3, 4]",Single Deprotonation
GELBUW,"[1, 3]","[1, 2]",Single Deprotonation
ZEXYOQ,"[0, 5]","[0, 5]",Double Deprotonation
UGOXAQ,"[2, 3]","[2, 3]",Single Deprotonation
VUDVEX,"[2, 5]","[2, 5]",No Deprotonation
YUFMER,"[7, 10]","[7, 10]",Single Deprotonation
QEXZUO,"[1, 4]","[1, 4]",Single Deprotonation
PUPJAL,"[28, 30]","[28, 29]",Single Deprotonation
BEDGIA,"[1, 6]","[1, 6]",No Deprotonation
UGEKID,"[1, 3]","[1, 3]",Single Deprotonation
PACWIC,"[3, 4]","[3, 4]",Single Deprotonation
RECZAA,"[6, 7]","[6, 7]",No Deprotonation
YUPKAX,"[39, 41]","[39, 40]",Single Deprotonation
SEVRUH,"[6, 7]","[6, 7]",Single Deprotonation
NORDUU,"[6, 8]","[6, 8]",No Deprotonation
UDUFAA,"[7, 13]","[7, 13]",Single Deprotonation
PECDIM,"[0, 18]","[0, 17]",Single Deprotonation
DEJWUN,"[4, 5]","[4, 5]",No Deprotonation
LAPCOW,"[7, 9]","[7, 8]",Double Deprotonation
WACYEG,"[0, 1]","[0, 1]",Single Deprotonation
EDPBXU,"[8, 9]","[8, 9]",No Deprotonation
IGEGEI,"[38, 39]","[38, 39]",No Deprotonation
XIFYAN,"[6, 10]","[6, 10]",Single Deprotonation
MIRHED,"[4, 5]","[4, 5]",No Deprotonation
REKYUC,"[32, 34]","[32, 34]",Single Deprotonation
HANJUD,"[1, 3]","[1, 2]",Single Deprotonation
ADUQAR,"[1, 7]","[1, 6]",Single Deprotonation
IFIYIF,"[1, 2]","[1, 2]",Double Deprotonation
AFIMAD,"[5, 14]","[5, 14]",No Deprotonation
RENQIN,"[3, 4]","[3, 4]",Double Deprotonation
COMWEG,"[3, 8]","[3, 8]",Double Deprotonation
GIPLUO,"[0, 9]","[0, 8]",Double Deprotonation
DUZHIP,"[0, 3]","[0, 3]",Single Deprotonation
YALCOG,"[3, 22]","[3, 20]",Double Deprotonation
NUPTEY,"[0, 5]","[0, 5]",No Deprotonation
DIYWUF,"[0, 1]","[0, 1]",Single Deprotonation
EYOMAG,"[1, 3]","[1, 2]",Double Deprotonation
AFINEJ01,"[9, 10]","[9, 10]",No Deprotonation
RUWDUJ,"[16, 18]","[16, 17]",Single Deprotonation
COLNOI,"[23, 24]","[23, 24]",Single Deprotonation
KATXEI01,"[0, 2]","[0, 2]",No Deprotonation
OGISEC,"[40, 42]","[40, 41]",Double Deprotonation
ALEGAC,"[37, 38]","[37, 38]",No Deprotonation
HODJEQ,"[0, 1]","[0, 1]",Single Deprotonation
FAFMOQ,"[2, 4]","[2, 4]",Single Deprotonation
LIGVUU,"[26, 27]","[26, 27]",No Deprotonation
SODRAG,"[17, 21]","[17, 21]",Single Deprotonation
XAYYUS,"[0, 3]","[0, 3]",No Deprotonation
CUMJID,"[1, 2]","[1, 2]",Single Deprotonation
LUGHED,"[1, 3]","[1, 2]",Single Deprotonation
XUYRUG,"[3, 7]","[3, 7]",No Deprotonation
GUHFIY,"[0, 2]","[0, 2]",No Deprotonation
VUQTOS,"[1, 3]","[1, 2]",Single Deprotonation
IQIHOH,"[26, 36]","[26, 36]",Single Deprotonation
PUTMEZ,"[34, 38]","[34, 37]",Single Deprotonation
JIMTIJ,"[6, 7]","[6, 7]",No Deprotonation
VEWMOA,"[3, 7]","[3, 7]",Single Deprotonation
IKEGAH,"[4, 5]","[4, 5]",No Deprotonation
MOPFEE,"[3, 6]","[3, 6]",No Deprotonation
GOMCER,"[17, 19]","[17, 18]",Double Deprotonation
BECGUL01,"[2, 4]","[2, 3]",Double Deprotonation
FABPIL,"[0, 1]","[0, 1]",No Deprotonation
YONGUF01,"[0, 34]","[0, 34]",No Deprotonation
SUZLAA,"[8, 11]","[8, 10]",Single Deprotonation
TUHKOY,"[1, 11]","[1, 11]",Single Deprotonation
PILNAA,"[0, 5]","[0, 5]",No Deprotonation
AZAZOS,"[4, 12]","[4, 12]",Single Deprotonation
EMOMOK,"[2, 3]","[2, 3]",Single Deprotonation
DOZRIT10,"[0, 12]","[0, 12]",No Deprotonation
CUYKUC,"[14, 15]","[14, 15]",Single Deprotonation
ACALIC,"[4, 6]","[4, 5]",Single Deprotonation
DOQXIT,"[11, 14]","[9, 12]",Double Deprotonation
JUJPEM,"[31, 34]","[31, 34]",No Deprotonation
BIZZOB,"[0, 1]","[0, 1]",Single Deprotonation
WAYXAX,"[0, 2]","[0, 1]",Single Deprotonation
QAQFAR,"[0, 1]","[0, 1]",No Deprotonation
UFAXAC,"[0, 2]","[0, 1]",Double Deprotonation
OVIRIW,"[32, 33]","[32, 33]",Single Deprotonation
QAZYAR,"[5, 8]","[5, 8]",Single Deprotonation
XEKXER,"[3, 5]","[3, 4]",Double Deprotonation
EYUFEJ,"[0, 1]","[0, 1]",No Deprotonation
ADUWUS01,"[1, 4]","[1, 4]",No Deprotonation
GESRIG,"[4, 5]","[4, 5]",Single Deprotonation
HATPIC,"[0, 33]","[0, 33]",No Deprotonation
PEPQUX,"[3, 6]","[3, 6]",No Deprotonation
LELRAX,"[15, 16]","[15, 16]",Single Deprotonation
CEPHAP,"[21, 22]","[21, 22]",Single Deprotonation
RILVIR,"[32, 33]","[32, 33]",Single Deprotonation
LIPYIT,"[12, 13]","[12, 13]",Double Deprotonation
TALGUK,"[0, 2]","[0, 2]",No Deprotonation
BEVVAC,"[5, 6]","[5, 6]",No Deprotonation
COJTUT,"[2, 12]","[2, 11]",Double Deprotonation
ISCOFF,"[20, 23]","[20, 23]",No Deprotonation
POPVAU,"[0, 2]","[0, 1]",Single Deprotonation
WUPBUH,"[21, 23]","[21, 22]",Double Deprotonation
KAMJUD01,"[10, 13]","[10, 13]",Single Deprotonation
NADVUN,"[2, 3]","[2, 3]",No Deprotonation
ALUZUE,"[2, 4]","[2, 3]",Single Deprotonation
PDHTEZ,"[22, 24]","[21, 23]",Single Deprotonation
REQQEK,"[1, 2]","[1, 2]",Single Deprotonation
ATEYIJ,"[0, 34]","[0, 34]",No Deprotonation
MBUTEA01,"[0, 1]","[0, 1]",Single Deprotonation
EDIQOA,"[0, 4]","[0, 3]",Single Deprotonation
QEVHAD,"[6, 14]","[6, 14]",No Deprotonation
GEGWIY,"[8, 9]","[8, 9]",Double Deprotonation
COYDOL,"[1, 8]","[1, 8]",Single Deprotonation
YEMLOR,"[1, 7]","[1, 7]",Single Deprotonation
BIBXES,"[0, 3]","[0, 2]",Single Deprotonation
QAKBEK,"[2, 3]","[2, 3]",Double Deprotonation
JEJRIA,"[1, 5]","[1, 5]",No Deprotonation
XICBES,"[24, 38]","[24, 37]",Double Deprotonation
HUTKEN,"[0, 1]","[0, 1]",Single Deprotonation
NIGWEH,"[1, 25]","[1, 24]",Single Deprotonation
MINQUX,"[3, 6]","[3, 6]",No Deprotonation
TOHVAO01,"[0, 1]","[0, 1]",Single Deprotonation
SEPKUW,"[1, 2]","[1, 2]",Single Deprotonation
NOSYUP,"[0, 6]","[0, 6]",No Deprotonation
FORMYB01,"[24, 30]","[23, 29]",Single Deprotonation
