Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_3-5A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-I,Cu-C,C-I,I-C-Cu,Lowdin_Charge_Cu,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_C,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu_I,Bond_Order_Cu_C,Bond_Order_C_I,Bond_Order_Cu_L1,Bond_Order_Cu_L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_px,Orbital_Charge_L1_d,Orbital_Charge_L1_dxz,Orbital_Charge_L1_dxy,Orbital_Charge_L1_dz2,Orbital_Charge_L1_dx2y2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_L2_dz2,ImgFre,Ea
DUJVAG,77.65,2.04,204.22,1.91,8.86,9.89,33.4,24.3,14.3,695.69,-4.2274,-1.9283,2.14,2.12,-0.14,-0.01,2.58,2.09,2.26,72.72,-0.4188,-0.2804,0.5078,0.152,0.1616,2.7507,3.4214,1.3092,2.0804,3.1005,29.1423,5.4007,8.4218,7.0624,0.567,0.2902,0.5528,0.2987,0.3842,2.766,0.9274,0.9734,1.0309,3.5797,3.3224,3.763,3.6542,10.151,2.0404,2.0422,2.0149,2.0379,2.0156,6.3198,12.5918,4.266,4.192,4.1337,10.5069,2.1813,2.1131,2.0785,2.0731,2.061,1.4327,0.0728,0.0147,0.0236,0.0084,0.0224,1.1214,1.2254,0.3015,0.033,0.0256,-103.23,18.4
DULJEA,79.56,1.8,184.17,1.73,7.06,8.38,30.5,24.6,15.5,623.23,-4.024,-1.095,2.23,2.04,-0.2,0.06,2.6,2.26,2.18,71.77,-0.4261,-0.2969,0.586,0.1471,0.1647,2.3587,3.4918,1.349,2.8877,2.0835,29.0566,5.5,7.2932,8.397,0.4897,0.1658,0.7061,0.2659,0.3833,2.7673,0.923,0.9275,1.0968,3.5521,3.1416,3.7047,3.8319,10.1589,2.0557,2.0245,2.0112,2.0576,2.0099,6.3232,12.5518,4.2589,4.1644,4.1284,10.5509,2.1768,2.1206,2.1056,2.0939,2.054,1.1712,0.2708,0.0342,0.0916,0.0248,0.0698,1.4004,1.4497,0.0763,0.0141,0.0087,-122.6,24.9
DULKUR,83.17,11.68,178.16,1.54,6.93,8.14,31.7,23.7,15.4,618.79,-3.9637,-1.3991,2.01,2.12,-0.06,-0.19,2.57,2.24,2.2,70.88,-0.4364,-0.2915,0.5743,0.1691,0.112,2.3948,3.3806,1.3439,2.0636,2.0248,29.0468,5.4349,8.3872,8.4518,0.5381,0.1815,0.6482,0.336,0.2821,2.7666,0.9736,0.936,1.0349,3.5532,3.3668,3.7352,3.5864,10.1585,2.0356,2.0428,2.0213,2.0362,2.0226,6.3167,12.5621,4.2571,4.175,4.13,10.5572,2.1602,2.1214,2.0915,2.0981,2.086,1.4177,0.0768,0.0188,0.0227,0.0089,0.0221,1.417,1.4216,0.0709,0.0172,0.0083,-145.73,17.2
DUMJUQ01,81.43,3.86,173.7,2.09,8.63,12.75,32.9,25.2,17.5,760.27,-3.7939,-0.8892,2.07,2.15,-0.11,-0.1,2.6,2.34,2.19,70.05,-0.4603,-0.2841,0.5415,-0.0693,0.1794,2.3641,3.4683,1.2918,1.7906,2.1129,29.0688,5.5296,8.6779,8.3325,0.4379,0.1256,0.6976,0.4609,0.2598,2.7731,0.9575,0.9444,1.0385,3.5598,3.3903,3.7293,3.5848,10.1689,2.0442,2.0415,2.0269,2.0377,2.0187,6.338,12.5564,4.2557,4.1581,4.1426,10.5657,2.1735,2.1305,2.1031,2.0963,2.0622,1.3694,0.065,0.0151,0.0178,0.0087,0.0196,1.3612,1.4873,0.0726,0.0125,0.0083,-148.48,23.3
DUNCEW,77.56,8.03,194.65,3.96,8.2,8.85,35.5,29.8,22.2,733.33,-4.0032,-1.116,2.4,2,-0.41,-0.07,2.63,2.31,2.22,71.1,-0.3604,-0.2824,0.5308,0.2639,0.2438,2.5641,3.4312,1.3271,1.9577,3.1818,29.1593,5.4678,8.3551,7.0864,0.4646,0.1366,0.6722,0.1585,0.5779,2.7755,0.9065,0.969,1.0646,3.573,3.2106,3.7149,3.7849,10.1626,2.0578,2.0329,2.0109,2.0507,2.0104,6.3452,12.5408,4.2479,4.1838,4.109,10.4742,2.144,2.099,2.0698,2.093,2.0684,1.342,0.0908,0.0253,0.0153,0.0168,0.0249,1.1814,1.2448,0.2349,0.0289,0.0266,-164.27,28.8
DUNQIN,87.62,13.28,211.23,2.6,7.57,10.23,39.6,30.1,20.2,719.69,-4.0357,-2.0112,2.06,2.02,-0.15,-0.13,2.69,2.04,2.25,77.56,-0.4159,-0.3017,0.47,0.2885,0.037,3.0484,3.4796,1.2928,3.1371,1.9638,29.2128,5.4026,7.0495,8.472,0.4939,0.2793,0.6165,0.4618,0.4407,2.7643,1.0892,0.9514,0.9039,3.5965,3.8363,3.7603,3.1634,10.1528,2.0129,2.0216,2.0392,2.0231,2.056,6.2969,12.6156,4.2316,4.1984,4.1857,10.503,2.0395,2.1465,2.1316,2.1166,2.0688,1.0605,0.2388,0.0371,0.0324,0.0642,0.0323,1.3963,1.4906,0.0707,0.0213,0.0222,-96.45,16.2
DUPFEA,80.17,2.02,171.52,1.71,5.17,8.05,28.3,19.3,10.4,560.84,-4.1095,-1.4288,2.33,1.99,-0.26,0.1,2.59,2.21,2.19,72.07,-0.4167,-0.2985,0.5928,0.1174,0.1733,2.3775,3.5001,1.3666,2.8435,2.127,29.0608,5.5019,7.282,8.3553,0.5201,0.1926,0.699,0.1948,0.4185,2.7657,0.932,0.9392,1.0766,3.5527,3.2075,3.7108,3.7563,10.1552,2.0494,2.0316,2.0143,2.0493,2.0107,6.3247,12.5407,4.258,4.1665,4.1161,10.551,2.1762,2.1234,2.0999,2.0972,2.0543,1.1846,0.2656,0.0351,0.0842,0.0272,0.0709,1.4033,1.4534,0.0782,0.0138,0.0089,-99.15,24.7
DUPKII,77.8,3.44,211.57,3.2,8.41,11.09,34.2,26.7,19.9,736.73,-4.361,-1.8009,2.19,2.15,-0.1,-0.14,2.63,2.04,2.26,75.24,-0.4095,-0.2952,0.5051,0.1867,0.2202,2.7434,3.5978,1.3359,2.0895,2.7925,29.1684,5.5251,8.3592,7.1429,0.59,0.3284,0.5853,0.268,0.2935,2.7661,1.0185,0.9827,0.9531,3.5894,3.703,3.7264,3.3014,10.1525,2.0186,2.0528,2.0313,2.0159,2.034,6.3101,12.5949,4.2581,4.1576,4.1792,10.504,2.0487,2.1284,2.192,2.0465,2.0885,1.4622,0.0713,0.0122,0.0221,0.0088,0.0164,1.1831,1.2383,0.2799,0.0309,0.0363,-97.11,12.4
DUSCAY,88.66,4.2,181.36,2.17,8.23,9.47,29.3,22.4,17.6,741.12,-4.6291,-2.3946,2.24,1.99,-0.21,-0.02,2.54,1.99,2.37,70.73,-0.3849,-0.2564,0.439,0.1843,0.204,2.7896,3.4627,1.276,2.1171,2.1227,29.0796,5.4128,8.3464,8.3355,0.7191,0.3534,0.377,0.2083,0.3792,2.7642,0.8774,0.9642,1.0721,3.5995,3.229,3.7705,3.8112,10.1319,2.045,2.0243,2.0084,2.0474,2.0068,6.321,12.5846,4.2702,4.1924,4.122,10.4789,2.1703,2.1258,2.0938,2.0487,2.0403,1.4449,0.0693,0.0152,0.0191,0.0086,0.0252,1.3879,1.4159,0.0766,0.0182,0.0087,-150.01,14
DUSWOE,83.12,-1.93,190.11,1.39,7.66,8.14,31.2,23.3,14.5,648.23,-4.1054,-1.6931,2.14,2.02,-0.17,0.15,2.62,2.17,2.18,74.03,-0.4308,-0.3064,0.5794,0.2265,0.1969,2.5354,3.4986,1.3304,3.0846,2.1152,29.1144,5.4905,7.1972,8.3424,0.4678,0.2054,0.709,0.3689,0.3743,2.7623,0.9258,0.9282,1.0981,3.5544,3.1401,3.7149,3.8287,10.1578,2.0566,2.0244,2.0114,2.0563,2.009,6.3028,12.5692,4.2551,4.1697,4.1444,10.5584,2.1769,2.1206,2.1171,2.0949,2.0489,1.2635,0.2275,0.0284,0.0625,0.0221,0.0696,1.3789,1.4538,0.0774,0.0135,0.009,-74.14,29.1
DUXGAF,82.96,13.35,178.74,1.7,9.48,7.75,31.2,21.1,14.3,691.6,-3.8898,-1.0302,2,2.1,-0.09,-0.18,2.57,2.33,2.19,69.49,-0.4564,-0.29,0.5721,0.1622,0.0493,2.3628,3.3829,1.3367,2.0989,1.9633,29.0466,5.4741,8.3371,8.4886,0.5122,0.1409,0.6607,0.3529,0.3291,2.7702,0.9776,0.931,1.0373,3.5497,3.3624,3.7344,3.5901,10.165,2.0373,2.043,2.0221,2.0377,2.0249,6.323,12.5651,4.2573,4.1715,4.1363,10.568,2.1493,2.1232,2.0946,2.1006,2.1004,1.4353,0.0752,0.0178,0.023,0.009,0.0215,1.4607,1.4207,0.0689,0.0167,0.0082,-157.7,19.1
DUYYAY,84.86,12.5,181.99,1.7,7.87,7.79,31.5,22.2,14.4,666.82,-3.8931,-1.5244,2.03,2.03,-0.11,-0.15,2.58,2.29,2.21,70.01,-0.4409,-0.2825,0.5423,0.0638,0.1497,2.4628,3.3368,1.3159,1.9798,2.0542,29.0428,5.4247,8.4674,8.4051,0.5227,0.1545,0.6211,0.4187,0.3075,2.7713,0.9966,0.9283,1.0168,3.561,3.4522,3.7385,3.5191,10.1619,2.033,2.0459,2.0253,2.0296,2.0281,6.3201,12.5796,4.2558,4.175,4.1487,10.5409,2.1423,2.1214,2.0916,2.1023,2.0833,1.415,0.0711,0.0158,0.0227,0.0081,0.021,1.3749,1.4371,0.0747,0.016,0.0086,-177.17,16.6
DUZGEK,73.56,4.88,188.79,2.3,11.84,8.63,30.2,24.1,18.5,793.36,-4.2612,-1.9558,2.15,2.32,-0.15,-0.2,2.6,2.05,2.28,73.37,-0.3927,-0.2733,0.5444,0.1536,0.1241,2.7593,3.5982,1.3764,2.0143,3.135,29.1654,5.4966,8.4306,7.3113,0.5897,0.3252,0.5894,0.2783,0.1617,2.7644,0.911,0.9363,1.08,3.5848,3.4392,3.5008,3.7664,10.1434,2.0463,2.0238,2.0189,2.0369,2.0176,6.3203,12.5825,4.2611,4.1842,4.1372,10.4896,2.0246,2.1225,2.0863,2.1877,2.0685,1.4422,0.0727,0.0215,0.0142,0.0118,0.0145,1.2012,1.374,0.1553,0.0276,0.0293,-139.11,13.3
EBEYUH,74.91,4.22,191.66,2.65,11.02,5.94,34.2,25.1,12.7,645.04,-4.1157,-1.1899,2.4,2.07,-0.25,-0.03,2.65,2.08,2.21,76.19,-0.3886,-0.308,0.5253,0.1506,0.0892,2.6504,3.4209,1.3312,2.0515,3.0182,29.2063,5.4237,8.3312,7.2639,0.4546,0.2255,0.7102,0.1208,0.5699,2.7658,0.9817,0.9357,1.029,3.5785,3.5311,3.5576,3.6347,10.1502,2.0355,2.0357,2.0283,2.0281,2.0227,6.3372,12.5561,4.2414,4.1428,4.1719,10.495,2.0835,2.1854,2.0633,2.0864,2.0765,1.5167,0.0699,0.0149,0.0065,0.0175,0.0083,1.2121,1.2137,0.214,0.0335,0.0322,-51.04,25.9
EBICOI,61.66,3.17,189.42,2.4,7.68,8.3,31.6,26.8,16.9,666.19,-3.9649,-1.0003,2.02,2.33,-0.04,-0.17,2.62,2.29,2.2,71.38,-0.3971,-0.2915,0.5551,0.2042,-0.091,2.4358,3.4664,1.3565,3.0897,2.6407,29.1713,5.5018,7.13,7.3168,0.4709,0.1327,0.707,0.4673,0.1596,2.7715,0.9627,0.9431,1.042,3.5658,3.4541,3.6522,3.5845,10.1638,2.0456,2.0355,2.0321,2.034,2.0166,6.3421,12.561,4.2539,4.191,4.1161,10.4937,2.1452,2.1262,2.066,2.0897,2.0666,1.2729,0.2309,0.0245,0.0675,0.0229,0.0718,1.3392,1.3138,0.196,0.021,0.0254,-142.62,26.8
ECIBOJ,83.91,11.77,179.63,1.59,7.53,8.97,31.3,22.2,12.9,663.67,-3.9112,-1.0734,2.09,2.01,-0.17,-0.08,2.58,2.28,2.19,70.21,-0.447,-0.2893,0.5707,0.0749,0.172,2.3606,3.3959,1.3382,1.986,2.0684,29.0302,5.4595,8.4778,8.3671,0.5203,0.161,0.6594,0.3227,0.3193,2.7687,0.9811,0.9313,1.0313,3.5526,3.3941,3.7344,3.5611,10.1614,2.0356,2.0435,2.0237,2.0347,2.024,6.3188,12.5677,4.2583,4.1717,4.1376,10.5603,2.1524,2.1264,2.0943,2.1002,2.087,1.4246,0.0703,0.0157,0.0205,0.0081,0.0221,1.39,1.435,0.0765,0.0173,0.009,-164.46,19.3
ECINUB,84.92,7.92,180.71,2.21,10.97,8.31,32,25.9,18.9,820.11,-3.8491,-1.7578,2.06,2.1,-0.15,-0.14,2.58,2.29,2.2,70.13,-0.4441,-0.2847,0.5694,0.1015,0.1899,2.3539,3.4297,1.3283,2.0071,2.0728,29.0171,5.4645,8.4595,8.3446,0.5007,0.1686,0.676,0.3393,0.2648,2.7695,0.9255,0.9324,1.0818,3.5538,3.237,3.6983,3.7559,10.1602,2.0529,2.0321,2.0154,2.0485,2.0113,6.322,12.5622,4.2621,4.1604,4.1397,10.5596,2.1723,2.124,2.1013,2.0947,2.0673,1.4234,0.073,0.0208,0.0173,0.0095,0.0186,1.4795,1.4407,0.0738,0.0155,0.0091,-161.53,15.2
ECIRAM,75.66,2.3,162.23,2.39,5.93,9.3,27.1,15.6,8.7,595.37,-4.2018,-1.3707,2.23,2.25,-0.18,-0.01,2.57,2.12,2.26,71.86,-0.3788,-0.2748,0.5142,0.119,-0.0279,2.4953,3.4679,1.3203,2.0583,3.0259,29.0369,5.4464,8.4344,7.3607,0.5528,0.3077,0.602,0.2205,0.26,2.7664,0.9136,0.956,1.0587,3.5815,3.2825,3.7301,3.7208,10.1488,2.048,2.0331,2.0158,2.0415,2.0104,6.3321,12.5676,4.2688,4.1869,4.1119,10.4788,2.1751,2.12,2.0852,2.0718,2.0267,1.4292,0.0706,0.0166,0.0207,0.0086,0.0208,1.1923,1.4168,0.1958,0.0274,0.0288,-78.63,20.3
ECONUG,80.84,2.93,188.24,2.78,10.71,6.27,35.1,27,15.5,701.87,-4.2341,-1.5359,2.06,2.02,-0.09,-0.04,2.59,1.96,2.3,74.42,-0.4745,-0.2812,0.4588,0.23,0.0596,3.1971,3.3775,1.2714,3.1057,2.7866,29.2896,5.3718,7.1009,7.0497,0.603,0.292,0.5266,0.3853,0.5078,2.7597,1.0747,0.9711,0.882,3.5929,3.8543,3.7744,3.1452,10.1531,2.0126,2.0227,2.046,2.018,2.0539,6.3029,12.6783,4.238,4.2205,4.2197,10.493,2.1295,2.1308,2.1392,2.1062,1.9873,1.2358,0.2482,0.0345,0.0773,0.0204,0.0771,1.2875,1.3457,0.2621,0.0239,0.026,-98.71,24.3
EDEVEP,75.5,2.48,163.59,1.81,9.05,10.67,27.5,16.9,10.4,664.06,-4.2183,-1.3925,2.28,2.14,-0.02,-0.17,2.57,2.1,2.27,72.02,-0.391,-0.2746,0.5086,-0.0319,0.1504,2.5477,3.4545,1.319,3.0031,2.0772,29.061,5.434,7.3701,8.4252,0.5659,0.3096,0.5818,0.2525,0.2881,2.7654,0.9403,0.9471,1.041,3.5826,3.3414,3.7465,3.6502,10.1487,2.0382,2.038,2.0193,2.0372,2.0161,6.3273,12.5806,4.2641,4.1916,4.1249,10.4828,2.1733,2.1267,2.0954,2.0581,2.0293,1.4096,0.1916,0.0274,0.0446,0.0231,0.0279,1.3977,1.4317,0.073,0.0163,0.0085,-86.42,18.3
EFAJOM,81.89,9.44,175.29,2.05,7.99,8.47,29.8,23.1,15.3,696.1,-4.4002,-2.0376,2.11,2.06,-0.19,-0.04,2.54,2.02,2.33,71.23,-0.3928,-0.2643,0.4607,0.1644,0.1986,2.742,3.3515,1.275,2.0431,2.0982,29.0627,5.3499,8.4121,8.341,0.686,0.34,0.4193,0.2851,0.2962,2.7641,0.9428,0.9497,1.027,3.5926,3.3957,3.7578,3.6352,10.1377,2.0316,2.0399,2.0179,2.0319,2.0164,6.3193,12.587,4.2551,4.2006,4.1313,10.486,2.1551,2.1256,2.0997,2.0615,2.0441,1.432,0.0731,0.0169,0.0221,0.0081,0.0224,1.3725,1.4343,0.074,0.0158,0.0087,-137.47,17.3
EFUSIK,67.68,0,199.87,2.42,9.51,7.71,34.6,27,17.5,733.83,-3.6739,-1.8792,2.06,1.93,-0.07,0.03,2.59,2.25,2.19,71.25,-0.4552,-0.2949,0.5615,0.1327,0.1593,2.758,3.5616,1.3556,2.8578,2.9298,29.2375,5.5336,7.2152,7.119,0.4909,0.152,0.6916,0.3788,0.5104,2.7671,0.9301,0.9294,1.0832,3.5479,3.2113,3.7218,3.7616,10.1701,2.0496,2.0316,2.0182,2.0566,2.014,6.3052,12.6191,4.2645,4.1885,4.1661,10.5305,2.1736,2.1221,2.0884,2.0927,2.0537,1.2782,0.2269,0.0173,0.0737,0.0225,0.0687,1.2161,1.2898,0.2374,0.0267,0.0261,-161.3,24.8
EGINEQ,84.09,12.38,192.58,1.79,9.06,7.38,32.3,24.2,17,681.98,-3.9845,-2.5175,1.97,2.03,-0.13,-0.13,2.6,2.15,2.24,72.65,-0.4059,-0.2863,0.4894,0.173,0.0558,2.696,3.4738,1.2666,2.0476,1.9746,29.0391,5.4256,8.3577,8.4698,0.5244,0.265,0.567,0.3734,0.4117,2.7679,0.9323,0.931,1.0739,3.5753,3.2558,3.7554,3.7451,10.1559,2.0435,2.0338,2.0145,2.05,2.014,6.3127,12.5892,4.2574,4.1874,4.1444,10.5035,2.1516,2.1269,2.0958,2.0698,2.0594,1.4229,0.0772,0.0186,0.0216,0.0088,0.0225,1.4706,1.4052,0.0698,0.0158,0.0079,-156.9,20.6
EHOQIE,81.64,-0.79,175.26,1.65,13.68,8.48,29.6,22,13.8,776.1,-4.1861,-1.3831,2.05,2.17,0.09,-0.17,2.61,2.2,2.19,72.91,-0.427,-0.2979,0.582,0.1855,0.155,2.4611,3.4733,1.3354,2.1086,2.9852,29.0734,5.4719,8.3506,7.1123,0.481,0.1927,0.6993,0.3479,0.3154,2.7648,0.9198,0.9277,1.1012,3.5575,3.1279,3.7107,3.842,10.1557,2.0565,2.023,2.0101,2.057,2.0091,6.3128,12.559,4.2569,4.1648,4.1373,10.5549,2.1775,2.1231,2.1161,2.0861,2.0521,1.4567,0.0757,0.0137,0.0277,0.0089,0.02,1.1279,1.3494,0.282,0.0258,0.0249,-99.84,25.2
EHUJAT,75.25,2.72,217.59,2.51,8.24,10.24,34.4,27.3,18.2,733.03,-4.4144,-2.6773,2.29,2.12,-0.18,-0.1,2.57,1.99,2.37,71.72,-0.3913,-0.2603,0.4223,0.1738,0.1777,2.9043,3.4726,1.2765,2.9744,2.0675,29.1834,5.4635,7.0724,8.4005,0.7494,0.3446,0.3672,0.2302,0.3396,2.7707,1.0262,0.9603,0.9448,3.6128,3.7329,3.6728,3.398,10.1419,2.0185,2.046,2.0272,2.0139,2.0363,6.3166,12.623,4.251,4.2,4.172,10.4513,1.9956,2.1127,2.1698,2.0767,2.0966,1.1384,0.2954,0.0438,0.077,0.0515,0.0666,1.4215,1.434,0.0734,0.0135,0.0095,-148.97,10.1
EINACN10,76.44,4.29,172.18,1.74,12.05,7.8,29,20.4,11,680.16,-4.5732,-2.0813,2.34,2,-0.26,0,2.55,2.01,2.32,71.61,-0.3895,-0.2695,0.4758,0.0887,0.1626,2.7285,3.3898,1.2679,2.954,2.0432,29.0656,5.3688,7.0267,8.4058,0.6457,0.3115,0.4357,0.2164,0.378,2.7635,0.8799,0.9477,1.0952,3.5896,3.1748,3.7497,3.8474,10.1425,2.0543,2.0186,2.008,2.0547,2.0069,6.324,12.575,4.266,4.2006,4.1084,10.4901,2.1739,2.127,2.1311,2.0462,2.012,1.4023,0.3151,0.0307,0.0799,0.0326,0.1075,1.4185,1.4434,0.0768,0.0135,0.0088,-123.21,20.2
EJEXAT,82.7,2.07,204.43,2.14,6.34,6.36,38,29.6,15.1,583.19,-3.9522,-1.3712,2.01,2.07,-0.04,-0.11,2.64,2.23,2.19,73.22,-0.4525,-0.2963,0.5475,0.1725,0.2382,2.7614,3.4622,1.3123,3.0221,3.1312,29.2147,5.4678,7.1505,7.1428,0.4352,0.1535,0.7066,0.5243,0.4277,2.7674,0.9232,0.924,1.0998,3.5609,3.1733,3.7019,3.8267,10.1655,2.0657,2.0264,2.0113,2.0516,2.0105,6.3071,12.6135,4.2578,4.1742,4.1816,10.5316,2.1729,2.1298,2.101,2.0814,2.0464,1.3074,0.2261,0.0258,0.073,0.0201,0.0667,1.0624,1.2613,0.2467,0.0294,0.0232,-142.15,34.1
EKEYOL,76.9,-0.67,176.94,1.7,5.18,6.02,30.2,21.7,9.6,519.8,-4.4458,-2.7585,2.38,1.94,-0.02,-0.01,2.55,2.03,2.3,71.95,-0.4077,-0.2768,0.5014,0.1109,0.0856,2.8303,3.4204,1.305,2.7114,3.1951,29.1926,5.396,7.2406,6.9276,0.6316,0.2677,0.4893,0.1771,0.5441,2.7652,0.9,0.9666,1.0626,3.583,3.233,3.7587,3.7564,10.1463,2.0489,2.0334,2.0107,2.0439,2.0093,6.3283,12.6023,4.2696,4.206,4.1267,10.4766,2.1837,2.1189,2.0736,2.0637,2.0368,1.163,0.2432,0.0367,0.069,0.0281,0.0762,1.1502,1.3135,0.3068,0.0315,0.0285,-126.25,24.9
ELOJUM,74.91,5.03,211.35,2.81,7.96,8.65,33.6,25.5,16.7,700.26,-4.3545,-2.0877,2.1,2.34,-0.11,-0.24,2.62,2.01,2.28,74.85,-0.3925,-0.2886,0.4829,0.1819,0.1656,2.7468,3.5235,1.3191,2.0714,2.9578,29.1523,5.4788,8.3965,7.0904,0.6304,0.3374,0.5185,0.3405,0.1878,2.7675,1.0369,0.9658,0.9471,3.5991,3.7241,3.7115,3.3133,10.1477,2.0172,2.0464,2.0309,2.015,2.0381,6.3141,12.5985,4.2533,4.1818,4.1634,10.4796,2.0122,2.119,2.1804,2.0849,2.0832,1.4221,0.074,0.0138,0.0184,0.011,0.0156,1.1035,1.0963,0.2912,0.043,0.0557,-115.41,10.8
EMAWUL,82.52,11.83,178.68,1.55,10.19,13.38,29.6,20.2,11.4,752.46,-4.1555,-2.8825,1.94,2.16,-0.04,-0.25,2.57,2.06,2.27,72.48,-0.393,-0.2865,0.4812,0.1362,0.1774,2.744,3.4,1.2878,2.0573,2.0883,29.0773,5.391,8.3863,8.3402,0.6191,0.3164,0.4923,0.4807,0.2366,2.7652,0.9221,0.9393,1.0744,3.581,3.2715,3.7288,3.7671,10.1483,2.0342,2.0296,2.0128,2.0559,2.0158,6.3177,12.5888,4.2564,4.2095,4.1229,10.4861,2.0983,2.1228,2.096,2.0834,2.0855,1.4233,0.0769,0.0179,0.0239,0.0089,0.0229,1.3063,1.462,0.0726,0.0128,0.008,-134.39,15.9
EMIKUG,75.76,3.81,198.03,2.99,7.16,11.08,36.9,30.4,19.4,734.67,-4.1317,-1.204,2.04,2.24,0.01,-0.21,2.6,2.22,2.2,72.13,-0.438,-0.2898,0.5837,0.1902,0.191,2.6074,3.5084,1.3764,3.1157,3.0187,29.1765,5.4806,7.2049,7.1673,0.5093,0.1753,0.677,0.4573,0.2696,2.7675,0.9155,0.926,1.0998,3.5567,3.1087,3.7324,3.8357,10.1587,2.0445,2.0206,2.0122,2.0684,2.013,6.3187,12.5709,4.2619,4.1825,4.1265,10.548,2.1708,2.1233,2.0982,2.0717,2.084,1.2887,0.2238,0.0252,0.072,0.0217,0.0679,1.099,1.1413,0.2886,0.0436,0.0248,-107.79,28.8
EMOLEZ,83.62,-0.68,174.08,1.7,9.43,9.85,28.7,20.8,14.4,714.76,-4.1332,-2.9353,2.03,2.32,0.23,-0.35,2.55,1.99,2.35,71.55,-0.3709,-0.2622,0.4649,0.2241,0.1389,2.8056,3.44,1.2878,2.1755,2.9613,29.1365,5.3845,8.2963,7.0357,0.7009,0.3658,0.4329,0.4056,0.18,2.7626,0.9034,0.9462,1.0682,3.6004,3.2588,3.7583,3.7636,10.1346,2.0408,2.0301,2.0116,2.0422,2.0098,6.3219,12.5843,4.2562,4.2024,4.1257,10.4644,2.1805,2.1156,2.0891,2.0433,2.0359,1.4803,0.0772,0.011,0.0249,0.0084,0.0247,1.0261,1.341,0.304,0.0247,0.0254,-134.32,30.2
ENEBOQ,82.94,-11.77,170.43,1.7,8.49,9.04,28.9,20.2,14,681.25,-4.0289,-1.1501,2.01,2.52,-0.1,0.61,2.59,2.26,2.22,70.85,-0.3595,-0.2796,0.5593,0.2069,0.1048,2.4041,3.612,1.3198,3.1677,2.0878,29.1152,5.5431,7.1681,8.3992,0.5004,0.1874,0.6786,0.5183,0.1131,2.7721,0.9201,0.9381,1.0761,3.5683,3.215,3.7172,3.7621,10.1548,2.0515,2.0322,2.0125,2.0478,2.0108,6.3331,12.532,4.2619,4.1717,4.0985,10.4941,2.1797,2.1043,2.066,2.0865,2.0575,1.3211,0.2505,0.0249,0.0788,0.0227,0.0626,1.3979,1.4609,0.0679,0.0139,0.0081,-126.84,29
EPYROA,78.97,1.75,177.8,1.7,7.74,9.73,29,22.6,15.9,671.73,-4.0938,-1.5426,2.27,1.97,-0.23,0.11,2.6,2.16,2.19,73.34,-0.4213,-0.305,0.579,0.1345,0.2005,2.486,3.4657,1.3544,2.9032,2.1543,29.094,5.4695,7.2675,8.3259,0.5255,0.2147,0.6782,0.2455,0.4319,2.7628,0.9337,0.9377,1.0792,3.5543,3.1974,3.7269,3.7619,10.1559,2.0479,2.0307,2.0147,2.0515,2.0111,6.3167,12.5576,4.2576,4.1773,4.1226,10.5466,2.1795,2.1265,2.1039,2.0878,2.0489,1.146,0.2756,0.0415,0.0828,0.0298,0.075,1.3915,1.4502,0.081,0.0142,0.0093,-66.5,29.3
EQIZUZ01,83.51,16.2,233.46,2.23,11.47,6.15,39.1,29.4,18.7,828.2,-3.8525,-1.1937,2.09,2.08,-0.2,-0.17,2.62,2.27,2.19,71.83,-0.4601,-0.2922,0.5477,0.07,0.1616,2.5664,3.4126,1.3165,1.9796,3.1023,29.1174,5.436,8.4909,7.0366,0.4578,0.1611,0.6719,0.3368,0.4227,2.77,1.0254,0.9442,0.9767,3.5572,3.5666,3.7342,3.4016,10.1677,2.0232,2.05,2.042,2.0221,2.0303,6.325,12.5786,4.2404,4.1759,4.1623,10.5563,2.0845,2.1209,2.1514,2.1314,2.0681,1.5324,0.0707,0.0111,0.0216,0.0092,0.0189,1.1115,1.3485,0.2377,0.0223,0.0277,-157.39,24.5
