Ligand,Old Indexes,New Indexes,Deprotonation Type
RUTGAQ,"[3, 7]","[3, 7]",Single Deprotonation
RUTGEU,"[3, 4]","[3, 4]",Single Deprotonation
RUTKAT,"[2, 4]","[2, 3]",Double Deprotonation
RUTTAD,"[1, 3]","[1, 3]",Single Deprotonation
XATLEL,"[0, 7]","[0, 6]",Double Deprotonation
XATRUH,"[1, 24]","[1, 23]",Single Deprotonation
XATTES,"[5, 6]","[5, 6]",No Deprotonation
XATWUK,"[13, 16]","[13, 15]",Single Deprotonation
XATYUM,"[10, 12]","[10, 12]",Single Deprotonation
XATZUO,"[0, 3]","[0, 3]",No Deprotonation
XAVFEG03,"[0, 3]","[0, 3]",Single Deprotonation
XAVHUZ,"[4, 12]","[4, 12]",No Deprotonation
XAVLUC,"[0, 1]","[0, 1]",Single Deprotonation
XAVNEP,"[6, 8]","[6, 7]",Double Deprotonation
XAVTAP,"[12, 13]","[12, 13]",Single Deprotonation
XAVTEW,"[36, 39]","[36, 39]",Single Deprotonation
XAVWOI,"[31, 32]","[31, 32]",No Deprotonation
XAVZUP,"[1, 2]","[1, 2]",Single Deprotonation
XAXGAH,"[22, 24]","[22, 24]",No Deprotonation
XAXLIU,"[1, 2]","[1, 2]",No Deprotonation
XAYCAB,"[0, 10]","[0, 9]",Single Deprotonation
XAYCEI,"[8, 14]","[8, 13]",Double Deprotonation
XAYLOZ,"[7, 9]","[7, 8]",Double Deprotonation
XAYMIT,"[0, 9]","[0, 9]",No Deprotonation
XAYROG,"[0, 2]","[0, 2]",No Deprotonation
XAYSIZ,"[4, 15]","[4, 15]",No Deprotonation
XAYVIC,"[2, 5]","[2, 5]",Single Deprotonation
XAYWEB,"[1, 3]","[1, 2]",Single Deprotonation
XAYWIF,"[0, 4]","[0, 3]",Double Deprotonation
XAZGAH,"[25, 26]","[25, 26]",No Deprotonation
XAZGEM,"[5, 6]","[5, 6]",Single Deprotonation
XAZHIS,"[4, 7]","[4, 7]",Single Deprotonation
XAZJOA,"[15, 40]","[15, 40]",No Deprotonation
XAZKOA,"[1, 3]","[1, 3]",No Deprotonation
XAZNES,"[1, 2]","[1, 2]",Single Deprotonation
XAZPOF,"[1, 3]","[1, 3]",No Deprotonation
XAZQEW,"[2, 3]","[1, 2]",Single Deprotonation
XAZRIC,"[0, 2]","[0, 2]",Single Deprotonation
XAZROI,"[0, 3]","[0, 3]",Single Deprotonation
XAZSUN,"[11, 14]","[11, 14]",No Deprotonation
XAZSUO,"[0, 2]","[0, 2]",No Deprotonation
XIHLIL,"[0, 8]","[0, 8]",No Deprotonation
XIHSEM,"[1, 2]","[1, 2]",No Deprotonation
XIJBOK,"[4, 8]","[4, 8]",No Deprotonation
XIJCAW,"[0, 1]","[0, 1]",No Deprotonation
XIJDOJ,"[1, 2]","[1, 2]",No Deprotonation
XIJMAE,"[2, 3]","[2, 3]",Single Deprotonation
XIJMEI,"[0, 1]","[0, 1]",Single Deprotonation
XIJMIM,"[2, 3]","[2, 3]",Single Deprotonation
XIJMOS,"[2, 3]","[2, 3]",Single Deprotonation
XIJNEJ,"[1, 2]","[1, 2]",Single Deprotonation
XIJPUD,"[7, 12]","[7, 12]",No Deprotonation
XIJRAL,"[3, 23]","[3, 23]",No Deprotonation
XIJREP,"[1, 2]","[1, 2]",No Deprotonation
XIJTOZ,"[2, 3]","[2, 3]",Double Deprotonation
XIJVAP,"[1, 3]","[1, 2]",Single Deprotonation
XIKHAC,"[4, 7]","[4, 6]",Double Deprotonation
XIKLOU,"[1, 2]","[1, 2]",No Deprotonation
XIKMOV,"[5, 17]","[5, 17]",No Deprotonation
XIKMOW,"[1, 7]","[1, 7]",No Deprotonation
XIKPUF,"[14, 19]","[14, 19]",Single Deprotonation
XIKYEX,"[1, 2]","[1, 2]",Single Deprotonation
XIKZUP,"[6, 8]","[6, 8]",No Deprotonation
XILFED,"[1, 2]","[1, 2]",Single Deprotonation
XILKUA,"[9, 24]","[9, 24]",No Deprotonation
XILMAJ,"[3, 4]","[3, 4]",Single Deprotonation
XILMUA,"[1, 5]","[1, 5]",Single Deprotonation
XILVUK,"[2, 3]","[2, 3]",Single Deprotonation
XILYEX,"[35, 36]","[35, 36]",No Deprotonation
XILZAU,"[0, 3]",Error,Double Deprotonation
XIMBAZ,"[2, 3]","[2, 3]",No Deprotonation
XIMCON,"[34, 39]","[34, 38]",Single Deprotonation
XIMMOV,"[4, 5]","[4, 5]",No Deprotonation
XIMPAM,"[0, 2]","[0, 1]",Single Deprotonation
XIMXID,"[2, 4]","[2, 4]",No Deprotonation
XIMZUR,"[2, 5]","[2, 5]",No Deprotonation
XINBOM,"[0, 2]","[0, 2]",No Deprotonation
XINBUU,"[4, 8]","[4, 7]",Single Deprotonation
XINFUV,"[4, 5]","[4, 5]",No Deprotonation
XINJAF,"[0, 2]","[0, 2]",No Deprotonation
XINNEN,"[31, 32]","[31, 32]",Single Deprotonation
XINRIV02,"[15, 32]","[15, 31]",Single Deprotonation
XIPHAG,"[1, 14]","[1, 14]",Single Deprotonation
XIPNOC,"[0, 1]","[0, 1]",Double Deprotonation
XIPQEV,"[4, 6]","[4, 5]",Single Deprotonation
XIPRUJ,"[21, 22]","[21, 22]",Single Deprotonation
XIPTUM,"[0, 2]","[0, 1]",Double Deprotonation
XIQBIL,"[4, 5]","[4, 5]",No Deprotonation
XIQCEF,"[2, 5]","[2, 5]",Single Deprotonation
XIQMIU,"[0, 1]","[0, 1]",No Deprotonation
XIQXEB,"[0, 2]","[0, 2]",Single Deprotonation
XIRHEO,"[0, 13]","[0, 13]",Double Deprotonation
XISREW,"[4, 5]","[4, 5]",Single Deprotonation
XABPEZ,"[8, 31]","[8, 31]",No Deprotonation
XABQIB,"[1, 3]","[1, 2]",Single Deprotonation
XABWAA,"[15, 16]","[15, 16]",No Deprotonation
XACDAJ,"[12, 19]","[12, 19]",No Deprotonation
XACGUE,"[3, 8]","[3, 8]",Single Deprotonation
XACLOE,"[45, 47]","[45, 46]",Double Deprotonation
XACSOL,"[0, 6]","[0, 6]",Single Deprotonation
XADTIF,"[1, 19]","[1, 19]",No Deprotonation
XADZEI,"[20, 21]","[20, 21]",Double Deprotonation
XAFDIV,"[1, 5]","[1, 5]",No Deprotonation
XAFKIY,"[9, 10]","[9, 10]",Single Deprotonation
XAFMIB,"[9, 12]","[9, 12]",Single Deprotonation
XAFSIG,"[0, 5]","[0, 5]",No Deprotonation
XAGDUH,"[37, 54]","[37, 54]",No Deprotonation
XAGFUH,"[1, 3]","[1, 3]",No Deprotonation
XAGGAO,"[1, 4]","[1, 4]",No Deprotonation
XAGGOB,"[23, 25]","[23, 25]",Single Deprotonation
XAGKUL,"[4, 7]","[4, 7]",Single Deprotonation
XAGWAH,"[0, 4]","[0, 3]",Double Deprotonation
XAGXEK,"[1, 3]","[1, 2]",Single Deprotonation
XAHBUG,"[9, 12]","[9, 11]",Single Deprotonation
XAHLID,"[5, 7]","[5, 7]",No Deprotonation
XAHPAX,"[1, 14]","[1, 14]",No Deprotonation
XAHRIK,"[2, 3]","[2, 3]",Single Deprotonation
XAHWOT,"[16, 34]","[16, 33]",Single Deprotonation
XAJDEU,"[2, 4]","[2, 3]",Double Deprotonation
XAJDOC,"[0, 6]","[0, 6]",Single Deprotonation
XAJSEH,"[2, 4]","[2, 4]",Single Deprotonation
XAJTIM,"[4, 7]","[4, 6]",Single Deprotonation
XAJWAK,"[1, 2]","[1, 2]",No Deprotonation
XAJXAL,"[18, 20]","[18, 20]",Single Deprotonation
XAJYEM,"[53, 55]","[53, 54]",Double Deprotonation
XAKDOG,"[10, 13]","[10, 13]",No Deprotonation
XAKJEZ,"[0, 2]","[0, 1]",Double Deprotonation
XAKKAW,"[0, 2]","[0, 1]",Double Deprotonation
XALDOG,"[4, 7]","[4, 7]",No Deprotonation
XALDUM,"[9, 10]","[9, 10]",No Deprotonation
XALKUQ,"[3, 9]","[3, 8]",Double Deprotonation
XALNAC,"[10, 12]","[10, 12]",Single Deprotonation
XALNEF,"[3, 4]","[3, 4]",No Deprotonation
XALSAG,"[3, 5]","[3, 5]",No Deprotonation
XALVIP,"[11, 12]","[11, 12]",Single Deprotonation
XALVUB,"[3, 7]","[3, 7]",No Deprotonation
XALWAI,"[5, 8]","[5, 7]",Single Deprotonation
XALYIT,"[42, 43]","[42, 43]",No Deprotonation
XAMFOG,"[43, 43]",No Value,No Value
XAMFUM,"[14, 33]","[14, 32]",Single Deprotonation
XAMJUT,"[4, 5]","[4, 5]",No Deprotonation
XAMKOO,"[16, 21]","[16, 20]",Single Deprotonation
XAMMEF,"[2, 4]","[2, 4]",Single Deprotonation
XAMMOP,"[2, 4]","[2, 4]",Single Deprotonation
CIDQUD,"[3, 4]","[3, 4]",Single Deprotonation
CIDTIU,"[8, 11]","[8, 10]",Single Deprotonation
CIDXOC,"[0, 1]","[0, 1]",Single Deprotonation
CIDYAP01,"[3, 7]","[3, 7]",Single Deprotonation
CIFDON,"[0, 4]","[0, 3]",Single Deprotonation
CIFNUA,"[24, 25]","[24, 25]",No Deprotonation
CIFPAI,"[28, 29]","[28, 29]",No Deprotonation
CIFPAK,"[31, 33]","[31, 33]",Single Deprotonation
CIGDEB,"[5, 6]","[5, 6]",Single Deprotonation
CIGMUB,"[0, 13]","[0, 13]",Single Deprotonation
CIGPOX,"[2, 14]","[2, 14]",No Deprotonation
CIGQOZ,"[17, 21]","[17, 21]",Single Deprotonation
CIGRUF,"[0, 1]","[0, 1]",Single Deprotonation
CIGSUJ01,"[6, 17]","[6, 17]",No Deprotonation
CIHCUR01,"[1, 16]","[1, 16]",No Deprotonation
CIHDIJ,"[0, 1]","[0, 1]",Single Deprotonation
CIHHAD,"[1, 3]","[1, 3]",No Deprotonation
CIHQIT,"[1, 12]","[1, 12]",No Deprotonation
CIJLOW,"[6, 7]","[6, 7]",Single Deprotonation
CIJRIW,"[6, 7]","[6, 7]",No Deprotonation
CIKVEA,"[6, 8]","[6, 7]",Double Deprotonation
CIKXIF,"[0, 2]","[0, 1]",Single Deprotonation
CIKXOK,"[1, 3]","[1, 2]",Single Deprotonation
CILCAC,"[54, 55]","[54, 55]",Single Deprotonation
CILDOQ,"[1, 6]","[1, 6]",Single Deprotonation
CILLUG,"[0, 9]","[0, 9]",Single Deprotonation
CILMER,"[0, 9]","[0, 9]",Single Deprotonation
CILMES,"[26, 27]","[26, 27]",No Deprotonation
CILQIA,"[3, 4]","[3, 4]",No Deprotonation
CILSIB,"[11, 33]","[11, 33]",Single Deprotonation
CILTOG,"[11, 12]","[11, 12]",Single Deprotonation
CIMDOU,"[17, 21]","[17, 21]",No Deprotonation
CIMHIR,"[20, 27]","[20, 26]",Double Deprotonation
CIMLIT,"[17, 19]","[17, 19]",Single Deprotonation
QEKMIF,"[0, 9]","[0, 9]",Single Deprotonation
QEKSAB,"[1, 2]","[1, 2]",Single Deprotonation
QELFEV,"[0, 2]","[0, 2]",Single Deprotonation
QELHIB,"[0, 4]","[0, 4]",No Deprotonation
QELZEP,"[1, 3]","[1, 3]",No Deprotonation
QEMHAS,"[0, 1]","[0, 1]",Single Deprotonation
QEMHUM,"[2, 3]","[2, 3]",Single Deprotonation
QEMMUQ,"[1, 2]","[1, 2]",Single Deprotonation
QEMVEM,"[42, 43]","[42, 43]",Single Deprotonation
QEMZAK,"[1, 2]","[1, 2]",Single Deprotonation
QENGAU,"[2, 7]","[2, 7]",Single Deprotonation
QENGEW,"[3, 4]","[3, 4]",Double Deprotonation
QENKOM,"[4, 6]","[4, 5]",Double Deprotonation
QENMOL,"[1, 2]","[1, 2]",Double Deprotonation
QEPDEW,"[10, 45]","[10, 45]",No Deprotonation
QEPDOH,"[2, 3]","[2, 3]",No Deprotonation
QEPFIB,"[6, 9]","[6, 9]",Single Deprotonation
QEPFUN,"[0, 3]","[0, 3]",Single Deprotonation
QEPGAU,"[0, 12]","[0, 12]",Single Deprotonation
QOQDEG,"[0, 12]","[0, 11]",Double Deprotonation
QOWMEU,"[1, 2]","[1, 2]",Single Deprotonation
QUBFEZ,"[0, 3]","[0, 3]",No Deprotonation
QUFYAR,"[1, 2]","[1, 2]",Single Deprotonation
QUJXUQ,"[1, 3]","[1, 3]",Single Deprotonation
QUQHAL,"[2, 4]","[2, 3]",Single Deprotonation
QUYDUK,"[22, 23]","[22, 23]",Single Deprotonation
RABKAJ,"[40, 41]","[38, 39]",Double Deprotonation
RAGMOB,"[0, 2]","[0, 2]",Single Deprotonation
RALCEN,"[2, 9]","[2, 9]",Single Deprotonation
RAQROR,"[0, 9]","[0, 9]",No Deprotonation
RAXRAK01,"[0, 2]","[0, 2]",No Deprotonation
RECNUL,"[1, 6]","[1, 6]",No Deprotonation
REHJOE,"[34, 37]","[34, 37]",No Deprotonation
RENQEJ,"[3, 4]","[3, 4]",Double Deprotonation
RESROW,"[1, 3]","[1, 2]",Single Deprotonation
REXVOG,"[45, 46]","[43, 44]",Double Deprotonation
RICGIU,"[1, 3]","[1, 3]",Single Deprotonation
QERCEW,"[8, 9]","[8, 9]",Single Deprotonation
QERMEF,"[0, 6]","[0, 6]",Single Deprotonation
QESBOI,"[8, 10]","[8, 10]",No Deprotonation
QESKUU,"[3, 33]",Error,Double Deprotonation
QESQAJ,"[6, 30]","[6, 30]",Single Deprotonation
QESWIV,"[1, 5]",Error,Double Deprotonation
QETBID,"[4, 29]","[4, 29]",No Deprotonation
QETGUU,"[2, 3]","[2, 3]",No Deprotonation
QETHAB,"[3, 4]","[3, 4]",No Deprotonation
QETSEN,"[0, 1]","[0, 1]",Double Deprotonation
QETTOB,"[4, 12]","[4, 12]",No Deprotonation
QETVEQ01,"[0, 2]","[0, 2]",Single Deprotonation
QETWIV,"[5, 6]","[5, 6]",No Deprotonation
QEVBIC,"[26, 28]","[26, 27]",Single Deprotonation
QEVKOR,"[17, 22]","[17, 22]",No Deprotonation
QEVNAG,"[1, 2]","[1, 2]",No Deprotonation
QEVNEK,"[0, 1]","[0, 1]",No Deprotonation
QEVQUG,"[3, 5]","[3, 4]",Single Deprotonation
QEVRAN,"[4, 8]","[4, 7]",Single Deprotonation
WOJBEF,"[4, 5]","[4, 5]",No Deprotonation
WOJHOV,"[0, 2]","[0, 1]",Double Deprotonation
WOJLIT,"[0, 4]","[0, 3]",Single Deprotonation
WOJLOX,"[19, 21]","[19, 20]",Double Deprotonation
WOJLOZ,"[9, 11]","[9, 11]",No Deprotonation
WOJLUF,"[0, 15]","[0, 15]",No Deprotonation
WOJPIW,"[0, 1]","[0, 1]",No Deprotonation
WOJQIY,"[2, 5]","[2, 4]",Single Deprotonation
WOJSOG,"[0, 8]","[0, 8]",No Deprotonation
WOJVEY,"[1, 6]","[1, 6]",Single Deprotonation
WOKMEO,"[3, 4]","[3, 4]",Single Deprotonation
WOKMUE03,"[0, 4]","[0, 3]",Single Deprotonation
WOKPAO,"[29, 30]","[29, 30]",No Deprotonation
WOKQAP,"[3, 8]","[3, 7]",Single Deprotonation
WOKQET,"[0, 3]","[0, 3]",No Deprotonation
WOKROD,"[4, 7]","[4, 7]",No Deprotonation
WOKSAQ,"[0, 1]","[0, 1]",Single Deprotonation
WOKWAV,"[0, 4]","[0, 3]",Single Deprotonation
WOKXAX,"[24, 29]","[24, 29]",Single Deprotonation
KICJEO,"[3, 6]","[3, 6]",Double Deprotonation
KICNES,"[1, 6]","[1, 5]",Single Deprotonation
KICNIW,"[3, 7]","[3, 6]",Single Deprotonation
KICRIX,"[7, 17]","[7, 17]",Single Deprotonation
KIDBIJ,"[1, 3]","[1, 2]",Single Deprotonation
KIDHOU,"[10, 11]","[10, 11]",Single Deprotonation
KIDJAK,"[2, 7]","[2, 7]",Single Deprotonation
KIDQUK,"[22, 25]","[22, 25]",No Deprotonation
KIDSAU,"[1, 40]","[1, 40]",No Deprotonation
KIDTEY,"[1, 2]","[1, 2]",No Deprotonation
KIDVEA,"[3, 4]","[3, 4]",Single Deprotonation
KIDVOJ,"[1, 5]","[1, 5]",Single Deprotonation
KIFFAJ,"[4, 6]","[4, 6]",No Deprotonation
KIFMUH,"[16, 17]","[16, 17]",Single Deprotonation
KIFTOL,"[2, 4]","[2, 3]",Single Deprotonation
KIGNOG,"[1, 3]","[1, 2]",Double Deprotonation
KIGQAS,"[3, 5]","[3, 4]",Single Deprotonation
KIHCIO,"[13, 14]","[13, 14]",Double Deprotonation
KIHMAQ,"[1, 2]","[1, 2]",Single Deprotonation
KIHMEU,"[3, 4]","[3, 4]",Single Deprotonation
KIJBEL,"[1, 3]","[1, 3]",Single Deprotonation
KIKHES,"[1, 3]","[1, 3]",No Deprotonation
KIKHUI,"[2, 4]","[2, 3]",Single Deprotonation
KIKLAS,"[1, 16]","[1, 16]",Single Deprotonation
KIKLEW01,"[5, 6]","[5, 6]",Double Deprotonation
KIKMAT,"[9, 20]","[9, 19]",Single Deprotonation
KIKPUP,"[19, 20]","[19, 20]",No Deprotonation
LUGCAU,"[3, 6]","[3, 6]",Single Deprotonation
LUGHED,"[1, 3]","[1, 2]",Single Deprotonation
LUGXUJ,"[2, 8]","[2, 8]",No Deprotonation
LUGZET,"[6, 7]","[6, 7]",Single Deprotonation
LUHCAS,"[2, 3]","[2, 3]",Single Deprotonation
LUHDUP,"[0, 2]","[0, 1]",Double Deprotonation
LUHFIE,"[28, 29]","[28, 29]",No Deprotonation
LUHFOK,"[24, 25]","[24, 25]",No Deprotonation
LUHFUR,"[1, 4]","[1, 4]",No Deprotonation
LUHREN,"[1, 3]","[1, 3]",Double Deprotonation
LUHREO,"[2, 4]","[2, 3]",Single Deprotonation
LUHWEQ,"[0, 6]","[0, 6]",No Deprotonation
LUJBUO,"[19, 21]","[19, 20]",Single Deprotonation
LUJHUU,"[31, 33]","[31, 32]",Single Deprotonation
LUJPAJ,"[4, 12]","[4, 12]",Single Deprotonation
LUJXIA,"[10, 11]","[10, 11]",No Deprotonation
LUKCEB,"[0, 9]","[0, 9]",No Deprotonation
LUKCIF,"[5, 6]","[5, 6]",No Deprotonation
LUKGUW,"[1, 3]","[1, 2]",Double Deprotonation
LUKVUI,"[0, 1]","[0, 1]",Single Deprotonation
LUKWOF,"[2, 3]","[2, 3]",Single Deprotonation
LUKYAU,"[3, 5]","[3, 4]",Double Deprotonation
LUKZOH,"[3, 6]","[3, 6]",No Deprotonation
LULJAF,"[4, 7]","[4, 6]",Double Deprotonation
LULRAL,"[0, 10]","[0, 10]",Single Deprotonation
LULSUH,"[8, 10]","[8, 9]",Double Deprotonation
LUMNPO20,"[25, 26]","[25, 26]",No Deprotonation
LUMQIT,"[1, 2]","[1, 2]",Single Deprotonation
LUMQUF,"[0, 2]","[0, 2]",Single Deprotonation
LUMXUM,"[0, 1]","[0, 1]",Single Deprotonation
LUMZRF01,"[14, 16]","[14, 16]",No Deprotonation
LUNMAI,"[15, 18]","[15, 17]",Single Deprotonation
LUNROD,"[0, 3]","[0, 2]",Single Deprotonation
LUNYOI,"[0, 2]","[0, 1]",Single Deprotonation
LUNZAV,"[0, 2]","[0, 1]",Single Deprotonation
LUNZID,"[0, 2]","[0, 1]",Single Deprotonation
LUPBAA,"[1, 3]","[1, 2]",Single Deprotonation
PUKKEM,"[13, 16]","[12, 14]",Double Deprotonation
PUKPIV,"[0, 2]","[0, 2]",Single Deprotonation
PUKVOI,"[0, 2]","[0, 1]",Single Deprotonation
PUKZUR,"[1, 6]","[1, 6]",Single Deprotonation
PULBEE,"[3, 4]","[3, 4]",No Deprotonation
PULBUU,"[0, 2]","[0, 1]",Single Deprotonation
PULPOD,"[1, 2]","[1, 2]",No Deprotonation
PUMJOX,"[0, 2]","[0, 2]",Single Deprotonation
PUMLAL,"[10, 15]","[10, 15]",No Deprotonation
PUMMES,"[4, 7]","[4, 6]",Double Deprotonation
PUMRAR,"[0, 2]","[0, 2]",No Deprotonation
PUMXUR,"[5, 6]","[5, 6]",No Deprotonation
PUNGAI,"[6, 7]","[6, 7]",No Deprotonation
PUNLUG,"[0, 3]","[0, 2]",Double Deprotonation
PUNMER01,"[24, 25]","[24, 25]",No Deprotonation
PUNQAR,"[0, 3]",Error,Double Deprotonation
PUNVIG,"[1, 4]","[1, 4]",Single Deprotonation
PUNVOM,"[1, 3]","[1, 3]",Single Deprotonation
PUNXII,"[5, 7]","[5, 7]",Single Deprotonation
PUPJAL,"[28, 30]","[28, 29]",Single Deprotonation
PUPJEP,"[28, 30]","[28, 29]",Single Deprotonation
PUQQAT,"[1, 2]","[1, 2]",No Deprotonation
PUQQAW,"[0, 3]","[0, 2]",Single Deprotonation
PUQQEX,"[1, 2]","[1, 2]",No Deprotonation
PUQSAV,"[0, 1]","[0, 1]",Single Deprotonation
PUQSEZ,"[0, 1]","[0, 1]",Single Deprotonation
PUQYOQ01,"[2, 4]","[2, 4]",Single Deprotonation
PUSKIY,"[40, 41]","[40, 41]",No Deprotonation
PUSKOE,"[38, 39]","[38, 39]",No Deprotonation
PUSLEU,"[9, 12]","[9, 12]",Single Deprotonation
PUSZAF,"[69, 70]","[69, 70]",No Deprotonation
PUSZEJ,"[16, 30]","[16, 30]",No Deprotonation
PUSZIN,"[43, 44]","[43, 44]",No Deprotonation
PUTCOW,"[14, 19]","[14, 19]",No Deprotonation
PUTDAM,"[3, 5]","[3, 5]",No Deprotonation
PUTFAL,"[7, 9]","[7, 9]",No Deprotonation
PUTJUJ,"[9, 11]","[9, 11]",Double Deprotonation
PUTMEZ,"[34, 38]","[34, 37]",Single Deprotonation
PUTNEX01,"[0, 2]","[0, 1]",Double Deprotonation
PUTTOP,"[0, 3]","[0, 3]",Double Deprotonation
PUTVIJ,"[12, 13]","[12, 13]",No Deprotonation
PUTYEK,"[2, 3]","[2, 3]",No Deprotonation
PUTYOU,"[1, 2]","[1, 2]",No Deprotonation
DHOADS01,"[12, 13]","[12, 13]",No Deprotonation
DHOADS10,"[23, 24]","[23, 24]",No Deprotonation
DHPRTO03,"[47, 49]","[47, 49]",Single Deprotonation
DHSNTC,"[16, 17]","[16, 17]",Single Deprotonation
DHXANT12,"[0, 2]","[0, 2]",Single Deprotonation
DHXBZP11,"[0, 2]","[0, 1]",Single Deprotonation
DHYZAS01,"[1, 5]","[1, 5]",No Deprotonation
DIBBIA,"[0, 1]","[0, 1]",Single Deprotonation
DIBGEA01,"[0, 3]","[0, 3]",No Deprotonation
DIBLAE,"[16, 18]","[16, 18]",Single Deprotonation
DIBMEG,"[7, 8]","[7, 8]",No Deprotonation
DIBYOF,"[2, 4]","[2, 3]",Single Deprotonation
DIBZAQ02,"[16, 17]","[16, 17]",No Deprotonation
DICBEY,"[10, 13]","[9, 12]",Single Deprotonation
DICJOO,"[3, 4]","[3, 4]",Single Deprotonation
DICQEO,"[1, 4]","[1, 4]",Single Deprotonation
DICREN,"[16, 23]","[16, 23]",Single Deprotonation
DIDBAU,"[2, 15]","[2, 15]",Single Deprotonation
POTZIH,"[4, 6]","[4, 6]",Double Deprotonation
POTZUT,"[19, 21]","[19, 20]",Double Deprotonation
POVBAD,"[13, 16]","[13, 15]",Double Deprotonation
POVFUB,"[1, 2]","[1, 2]",Single Deprotonation
POVFUD,"[0, 3]","[0, 3]",No Deprotonation
POVGAI,"[0, 1]","[0, 1]",Single Deprotonation
POVKAO,"[5, 9]","[5, 9]",Single Deprotonation
POVLAP,"[3, 4]","[3, 4]",Single Deprotonation
POVLET,"[0, 8]","[0, 8]",No Deprotonation
POVLUJ,"[0, 7]","[0, 7]",No Deprotonation
POVMAO,"[0, 1]","[0, 1]",Single Deprotonation
POVNEV,"[0, 1]","[0, 1]",Double Deprotonation
POVSOI,"[11, 12]","[11, 12]",Single Deprotonation
POVXAC,"[12, 14]","[12, 13]",Single Deprotonation
POVXIK,"[12, 14]","[12, 13]",Single Deprotonation
POWMUJ,"[7, 9]","[7, 9]",Double Deprotonation
POWNUL,"[5, 8]","[5, 8]",No Deprotonation
POWSUS,"[0, 4]","[0, 3]",Single Deprotonation
POWXAD,"[2, 4]","[2, 3]",Double Deprotonation
TIDSAC,"[0, 5]","[0, 5]",No Deprotonation
TIDSEG,"[0, 5]","[0, 5]",No Deprotonation
TIDTAD,"[1, 5]","[1, 5]",No Deprotonation
TIDTEH,"[0, 4]","[0, 4]",No Deprotonation
TIFNEC,"[1, 2]","[1, 2]",Single Deprotonation
TIFNUS,"[23, 24]","[23, 24]",Single Deprotonation
TIFQIL,"[1, 5]","[1, 4]",Double Deprotonation
TIFQUU,"[0, 2]","[0, 2]",No Deprotonation
TIFQUW,"[0, 4]","[0, 4]",Single Deprotonation
TIFROP,"[2, 7]","[2, 7]",No Deprotonation
TIFRUV,"[1, 3]","[1, 3]",No Deprotonation
TIFTAE,"[1, 2]","[1, 2]",No Deprotonation
TIGCER,"[1, 6]","[1, 6]",No Deprotonation
TIGLIF,"[27, 29]","[27, 28]",Single Deprotonation
TIGMOO,"[52, 54]","[52, 53]",Single Deprotonation
TIGMUS,"[0, 2]","[0, 2]",No Deprotonation
TIGMUU,"[0, 2]","[0, 2]",No Deprotonation
TIGSIM,"[0, 2]","[0, 1]",Double Deprotonation
TIGYUE,"[23, 24]","[23, 24]",No Deprotonation
TIHFUM,"[13, 14]","[13, 14]",No Deprotonation
TIHHOJ,"[0, 4]","[0, 3]",Single Deprotonation
TIHNIJ,"[1, 8]","[1, 7]",Single Deprotonation
TIHRIM,"[5, 6]","[5, 6]",No Deprotonation
TIJJAX,"[3, 5]","[3, 5]",No Deprotonation
TIJJOL,"[0, 3]","[0, 3]",No Deprotonation
TIJKAZ,"[0, 5]","[0, 5]",No Deprotonation
TIJKIG,"[1, 7]","[1, 6]",Double Deprotonation
TIJKUS,"[1, 15]","[1, 15]",Single Deprotonation
TIJMEE,"[0, 1]","[0, 1]",Single Deprotonation
TIJWEQ,"[2, 13]","[2, 13]",Single Deprotonation
TIJWUE,"[1, 2]","[1, 2]",Single Deprotonation
TIJYUI,"[1, 3]","[1, 3]",No Deprotonation
TIJZAO,"[63, 64]","[63, 64]",Single Deprotonation
IWITOX,"[29, 31]","[29, 31]",Single Deprotonation
IWIXOD,"[3, 6]","[3, 6]",No Deprotonation
IWIYOE,"[6, 7]","[6, 7]",Single Deprotonation
IWODUT,"[2, 4]","[2, 4]",Single Deprotonation
IWOKIQ,"[3, 5]","[3, 5]",Single Deprotonation
IWOSOE02,"[3, 4]","[3, 4]",Single Deprotonation
IWOSUK02,"[4, 5]","[4, 5]",Single Deprotonation
IWUFEL,"[2, 4]","[2, 3]",Double Deprotonation
IWUQAU,"[0, 3]","[0, 3]",No Deprotonation
IWUQUO,"[0, 1]","[0, 1]",Single Deprotonation
IWUROJ,"[0, 1]","[0, 1]",Single Deprotonation
IWUVIH,"[31, 33]","[31, 33]",No Deprotonation
IXABIU,"[47, 49]","[47, 49]",No Deprotonation
IXAKAV,"[58, 60]","[58, 60]",No Deprotonation
IXAMEZ,"[1, 4]","[1, 4]",Double Deprotonation
IXAQUT,"[0, 3]","[0, 3]",Single Deprotonation
IXATOQ,"[0, 1]","[0, 1]",No Deprotonation
IXAXEM,"[0, 2]","[0, 2]",Single Deprotonation
IXAXIQ,"[1, 3]","[1, 3]",Single Deprotonation
IXEGEX,"[0, 1]","[0, 1]",No Deprotonation
HIHKUE01,"[0, 1]","[0, 1]",Single Deprotonation
HIHLAL,"[0, 1]","[0, 1]",Single Deprotonation
HIHNIV,"[0, 2]","[0, 2]",Single Deprotonation
HIHPIY,"[0, 2]","[0, 1]",Double Deprotonation
HIHVEZ,"[2, 3]","[2, 3]",Double Deprotonation
HIHYEC,"[8, 9]","[8, 9]",Double Deprotonation
HIHZUT,"[2, 4]","[2, 4]",No Deprotonation
HIJBAD,"[2, 4]","[2, 4]",No Deprotonation
HIJBEK,"[2, 3]","[2, 3]",Single Deprotonation
