Index,Reactant 1,Reactant 2,Product,Product MW,Procedure,Yield (%),Steps,Reagent(s),Ligand(s),Catalyst(s),Solvent(s),Time (h),Temperature (°C),All Reagents,All Catalysts,Reference Type,Reference
26,thiophenol,p-(iodophenyl)carboxaldehyde,4-phenylsulfanyl-benzaldehyde,214.288,None,83,1,caesium carbonate,thiophenol,copper(I) thiophenolate,"1,4-dioxane",21,110,copper(I) thiophenolate | caesium carbonate,None,Article,"Panova, Yulia S. Kashin, Alexey S. Vorobev, Maxim G. Degtyareva, Evgeniya S. Ananikov, Valentine P., 2016, ACS Catal., 6, 6, 2016, 3637 - 3643, 10.1021/acscatal.6b00337"
7,4-tolyl iodide,2-amino-benzenethiol,(2-aminophenyl)-4’-methylphenyl sulfide,215.319,None,85,1,caesium carbonate,thiophenol,copper(I) thiophenolate,dimethyl sulfoxide,21,110,copper(I) thiophenolate | caesium carbonate,None,Article,"Panova, Yulia S. Kashin, Alexey S. Vorobev, Maxim G. Degtyareva, Evgeniya S. Ananikov, Valentine P., 2016, ACS Catal., 6, 6, 2016, 3637 - 3643, 10.1021/acscatal.6b00337"
17,4-tolyl iodide,phenylmethanethiol,1-benzylsulfanyl-4-methyl-benzene,214.331,None,85,1,caesium carbonate,thiophenol,copper(I) thiophenolate,dimethyl sulfoxide,21,110,copper(I) thiophenolate | caesium carbonate,None,Article,"Panova, Yulia S. Kashin, Alexey S. Vorobev, Maxim G. Degtyareva, Evgeniya S. Ananikov, Valentine P., 2016, ACS Catal., 6, 6, 2016, 3637 - 3643, 10.1021/acscatal.6b00337"
41,4-tolyl iodide,"3-mercapto-4-methyl-4H-1,2,4-triazole",C10H11N3S,205.283,None,88,1,caesium carbonate,thiophenol,copper(I) thiophenolate,dimethyl sulfoxide,21,110,copper(I) thiophenolate | caesium carbonate,None,Article,"Panova, Yulia S. Kashin, Alexey S. Vorobev, Maxim G. Degtyareva, Evgeniya S. Ananikov, Valentine P., 2016, ACS Catal., 6, 6, 2016, 3637 - 3643, 10.1021/acscatal.6b00337"
10,Cyclohexanethiol,iodobenzene,cyclohexyl phenyl sulphide,192.325,"General procedure: In a Schlenk tube a mixture of I (6 mg, 0.025mmol), iodobenzene 1a (101 mg, 0.5mmol), 4-methylbenzenethiol 2a (75 mg, 0.6mmol) and K3PO4 (422 mg, 2.0mmol) was suspended in DMSO (3 mL) and stirred at 110°C under an argon atmosphere for 24 h. After this, the reaction mixture was filtrated with DCM (10mL), quenched with 5mL of a (NH4Cl) solution and extracted with EtOAc (310 mL). The organic layer was dried with (Na2SO4). The solvent was evaporated under reduced pressure, and the crude mixture was purified by silica gel column chromatography eluting with hexane.",70,1,potassium phosphate,selenophene-2-carboxylic acid,copper(I)-selenophene-2-carboxylate,dimethyl sulfoxide,24,110,potassium phosphate | copper(I)-selenophene-2-carboxylate,None,Article,"Barros, Olga Soares do Rêgo Silva, Francielle Rodrigues Nunes, Vanessa Loren, 2019, J. Sulfur Chem., 40, 1, 2019, 9 - 17, 10.1080/17415993.2018.1519566"
50,iodobenzene,2-amino-benzenethiol,2-phenylsulfanyl-aniline,201.292,"General procedure: In a Schlenk tube a mixture of I (6 mg, 0.025mmol), iodobenzene 1a (101 mg, 0.5mmol), 4-methylbenzenethiol 2a (75 mg, 0.6mmol) and K3PO4 (422 mg, 2.0mmol) was suspended in DMSO (3 mL) and stirred at 110°C under an argon atmosphere for 24 h. After this, the reaction mixture was filtrated with DCM (10mL), quenched with 5mL of a (NH4Cl) solution and extracted with EtOAc (310 mL). The organic layer was dried with (Na2SO4). The solvent was evaporated under reduced pressure, and the crude mixture was purified by silica gel column chromatography eluting with hexane.",78,1,potassium phosphate,selenophene-2-carboxylic acid,copper(I)-selenophene-2-carboxylate,dimethyl sulfoxide,24,110,potassium phosphate | copper(I)-selenophene-2-carboxylate,None,Article,"Barros, Olga Soares do Rêgo Silva, Francielle Rodrigues Nunes, Vanessa Loren, 2019, J. Sulfur Chem., 40, 1, 2019, 9 - 17, 10.1080/17415993.2018.1519566"
23,para-iodoanisole,para-thiocresol,4-methylphenyl 4-methoxyphenyl sulfide,230.331,"General procedure: In a Schlenk tube a mixture of I (6 mg, 0.025mmol), iodobenzene 1a (101 mg, 0.5mmol), 4-methylbenzenethiol 2a (75 mg, 0.6mmol) and K3PO4 (422 mg, 2.0mmol) was suspended in DMSO (3 mL) and stirred at 110°C under an argon atmosphere for 24 h. After this, the reaction mixture was filtrated with DCM (10mL), quenched with 5mL of a (NH4Cl) solution and extracted with EtOAc (310 mL). The organic layer was dried with (Na2SO4). The solvent was evaporated under reduced pressure, and the crude mixture was purified by silica gel column chromatography eluting with hexane.",80,1,potassium phosphate,selenophene-2-carboxylic acid,copper(I)-selenophene-2-carboxylate,dimethyl sulfoxide,24,110,potassium phosphate | copper(I)-selenophene-2-carboxylate,None,Article,"Barros, Olga Soares do Rêgo Silva, Francielle Rodrigues Nunes, Vanessa Loren, 2019, J. Sulfur Chem., 40, 1, 2019, 9 - 17, 10.1080/17415993.2018.1519566"
1,2-Sulfanylpyridine,iodobenzene,2-phenylsulfanylpyridine,187.265,"General procedure: In a Schlenk tube a mixture of I (6 mg, 0.025mmol), iodobenzene 1a (101 mg, 0.5mmol), 4-methylbenzenethiol 2a (75 mg, 0.6mmol) and K3PO4 (422 mg, 2.0mmol) was suspended in DMSO (3 mL) and stirred at 110°C under an argon atmosphere for 24 h. After this, the reaction mixture was filtrated with DCM (10mL), quenched with 5mL of a (NH4Cl) solution and extracted with EtOAc (310 mL). The organic layer was dried with (Na2SO4). The solvent was evaporated under reduced pressure, and the crude mixture was purified by silica gel column chromatography eluting with hexane.",80,1,potassium phosphate,selenophene-2-carboxylic acid,copper(I)-selenophene-2-carboxylate,dimethyl sulfoxide,24,110,potassium phosphate | copper(I)-selenophene-2-carboxylate,None,Article,"Barros, Olga Soares do Rêgo Silva, Francielle Rodrigues Nunes, Vanessa Loren, 2019, J. Sulfur Chem., 40, 1, 2019, 9 - 17, 10.1080/17415993.2018.1519566"
34,4-tolyl iodide,2-thiocresol,2-methylphenyl 4-methylphenyl sulfide,214.331,"General procedure: In a Schlenk tube a mixture of I (6 mg, 0.025mmol), iodobenzene 1a (101 mg, 0.5mmol), 4-methylbenzenethiol 2a (75 mg, 0.6mmol) and K3PO4 (422 mg, 2.0mmol) was suspended in DMSO (3 mL) and stirred at 110°C under an argon atmosphere for 24 h. After this, the reaction mixture was filtrated with DCM (10mL), quenched with 5mL of a (NH4Cl) solution and extracted with EtOAc (310 mL). The organic layer was dried with (Na2SO4). The solvent was evaporated under reduced pressure, and the crude mixture was purified by silica gel column chromatography eluting with hexane.",85,1,potassium phosphate,selenophene-2-carboxylic acid,copper(I)-selenophene-2-carboxylate,dimethyl sulfoxide,24,110,potassium phosphate | copper(I)-selenophene-2-carboxylate,None,Article,"Barros, Olga Soares do Rêgo Silva, Francielle Rodrigues Nunes, Vanessa Loren, 2019, J. Sulfur Chem., 40, 1, 2019, 9 - 17, 10.1080/17415993.2018.1519566"
30,"1,4-bromoiodobenzene",2-thiocresol,4-bromophenyl 2-tolyl sulfide,279.2,"General procedure: In a Schlenk tube a mixture of I (6 mg, 0.025mmol), iodobenzene 1a (101 mg, 0.5mmol), 4-methylbenzenethiol 2a (75 mg, 0.6mmol) and K3PO4 (422 mg, 2.0mmol) was suspended in DMSO (3 mL) and stirred at 110°C under an argon atmosphere for 24 h. After this, the reaction mixture was filtrated with DCM (10mL), quenched with 5mL of a (NH4Cl) solution and extracted with EtOAc (310 mL). The organic layer was dried with (Na2SO4). The solvent was evaporated under reduced pressure, and the crude mixture was purified by silica gel column chromatography eluting with hexane.",85,1,potassium phosphate,selenophene-2-carboxylic acid,copper(I)-selenophene-2-carboxylate,dimethyl sulfoxide,24,110,potassium phosphate | copper(I)-selenophene-2-carboxylate,None,Article,"Barros, Olga Soares do Rêgo Silva, Francielle Rodrigues Nunes, Vanessa Loren, 2019, J. Sulfur Chem., 40, 1, 2019, 9 - 17, 10.1080/17415993.2018.1519566"
9,iodobenzene,p-Chlorothiophenol,phenyl p-chlorophenyl sulfide,220.722,"General procedure: In a Schlenk tube a mixture of I (6 mg, 0.025mmol), iodobenzene 1a (101 mg, 0.5mmol), 4-methylbenzenethiol 2a (75 mg, 0.6mmol) and K3PO4 (422 mg, 2.0mmol) was suspended in DMSO (3 mL) and stirred at 110°C under an argon atmosphere for 24 h. After this, the reaction mixture was filtrated with DCM (10mL), quenched with 5mL of a (NH4Cl) solution and extracted with EtOAc (310 mL). The organic layer was dried with (Na2SO4). The solvent was evaporated under reduced pressure, and the crude mixture was purified by silica gel column chromatography eluting with hexane.",95,1,potassium phosphate,selenophene-2-carboxylic acid,copper(I)-selenophene-2-carboxylate,dimethyl sulfoxide,24,110,potassium phosphate | copper(I)-selenophene-2-carboxylate,None,Article,"Barros, Olga Soares do Rêgo Silva, Francielle Rodrigues Nunes, Vanessa Loren, 2019, J. Sulfur Chem., 40, 1, 2019, 9 - 17, 10.1080/17415993.2018.1519566"
31,iodobenzene,2-methylpropanethiol-1,Isobutylthiobenzene,166.287,"General procedure: In a Schlenk tube a mixture of I (6 mg, 0.025mmol), iodobenzene 1a (101 mg, 0.5mmol), 4-methylbenzenethiol 2a (75 mg, 0.6mmol) and K3PO4 (422 mg, 2.0mmol) was suspended in DMSO (3 mL) and stirred at 110°C under an argon atmosphere for 24 h. After this, the reaction mixture was filtrated with DCM (10mL), quenched with 5mL of a (NH4Cl) solution and extracted with EtOAc (310 mL). The organic layer was dried with (Na2SO4). The solvent was evaporated under reduced pressure, and the crude mixture was purified by silica gel column chromatography eluting with hexane.",98,1,potassium phosphate,selenophene-2-carboxylic acid,copper(I)-selenophene-2-carboxylate,dimethyl sulfoxide,24,110,potassium phosphate | copper(I)-selenophene-2-carboxylate,None,Article,"Barros, Olga Soares do Rêgo Silva, Francielle Rodrigues Nunes, Vanessa Loren, 2019, J. Sulfur Chem., 40, 1, 2019, 9 - 17, 10.1080/17415993.2018.1519566"
23,2-iodo-4-methoxybromobenzene,p-methoxybenzylmercaptan,4-bromo-3-(4-methoxybenzylmercapto)anisole,339.253,"Step B: Synthesis of 4-bromo-3-(4-methoxybenzylmercapto) anisole 0.183 g cuprous iodide (CuI), 0.124 g DL-pipecolinic acid and 4.18 g cesium carbonate (Cs2CO3) were dissolved in 50 mL of DMF/1,4-dioxane (1/9), and was added 1.07 ml 4-methoxylbenzyl mercaptan. Then, the reaction mixture was stirred at room temperature for 3 minutes. 2.0 g 4-Bromo-3-iodoanisole [formula (2)], which was synthesized by step A, was then added into the mixture, and the resulting solution was heated to 100° C. and stirred at this temperature for 24 hours. After cooling to room temperature, the mixture was filtrated through celite and washed with EtOAc (20 mL). Then, the organic layer was added saturated aqueous NaCl solution (100 mL) and was extracted with EtOAc (50 mL*3). The combined organic extracts were dried over anhydrous MgSO4. After filtration and removal of solvent, the residue was purified by column chromatography on silica gel using 10/1 (Hexane/EtOAc) as eluent to obtain a compound, 1.60 g 4-bromo-3-(4-methoxybenzylmercapto) anisole [formula (3)], and the yield was 75percent. The results obtained were as follows: Rf=0.30 (10:1 Hexane/EtOAc) 1H NMR (500 MHz, CDCl3): δ 3.72 (s, 3H), 3.79 (s, 3H), 4.10 (s, 2H), 6.58 (dd, J=9.0, 3.0 Hz, 1H), 6.78 (d, J=3.0 Hz, 1H), 6.85 (d, J=9.0 Hz, 2H), 7.29 (d, J=9.0 Hz, 2H), 7.41 (d, J=9.0 Hz, 1H) 13C NMR (125 MHz, CDCl3): δ 37.3, 55.2, 55.4, 112.3, 113.6, 113.9, 114.4, 127.8, 130.0, 133.2, 138.9, 158.9, 159.0 MS: (EI, m/z) 340 (M+, 7), 338 (6), 138 (7), 121 (100), 71 (8), 57 (8) HRMS: m/z calculated for C15H15BrO2S 339.9956. found 339.9979.",75,2,caesium carbonate,pipecolic Acid,copper(I) iodide,"1,4-dioxane | N,N-dimethyl-formamide | 1,4-dioxane | N,N-dimethyl-formamide",0.05 | 24,20 | 100,copper(I) iodide | caesium carbonate | pipecolic Acid,None,Patent,"NATIONAL SUN YAT-SEN UNIVERSITY Wu, Ming-Jung Wen, Shih-Ming, 2017, 11, US9751852"
13,thiophenol,"[(2,6-Dibromo-4-methyl-phenyl)azo]pyrrolidine","(4-Methyl-2,6-bis-phenylsulfanyl-phenyl)-pyrrolidin-1-yl-diazene",405.588,None,84,1,potassium carbonate,pyridine,copper(I) bromide dimethylsulfide complex,acetonitrile,4,80,pyridine | copper(I) bromide dimethylsulfide complex | potassium carbonate,None,Article,"Nicolaou Li, Hui Boddy, Christopher N. C. Ramanjulu, Joshi M. Yue, Tai-Yuen Natarajan, Swaminathan Chu, Xin-Jie Braese, Stefan Ruebsam, Frank, 1999, Chem. Eur. J., 5, 9, 1999, 2584 - 2601, 10.1002/(SICI)1521-3765(19990903)5:9<2584::AID-CHEM2584>3.0.CO2-B"
37,tetraacetyl thioglucose,"(E)-1-((2,6-diiodo-4-methylphenyl)diazenyl)pyrrolidine","Acetic acid (2S,3R,4S,5R,6R)-4,5-diacetoxy-6-acetoxymethyl-2-[3-iodo-5-methyl-2-(pyrrolidin-1-ylazo)-phenylsulfanyl]-tetrahydro-pyran-3-yl ester",677.514,None,62,1,potassium carbonate,pyridine,copper(I) iodide,acetonitrile,24,80,pyridine | copper(I) iodide | potassium carbonate,None,Article,"Naus, Petr Leseticky, Ladislav Smrcek, Stanislav Tislerova, Iva Sticha, Martin, 2003, Synlett, 14, 2003, 2117 - 2122, 10.1055/s-2003-42073"
50,"(E)-1-((2,6-diiodo-4-methylphenyl)diazenyl)pyrrolidine","(2R,3S,4R,5R,6R)-5-acetamido-2-(acetoxymethyl)-6-mercaptotetrahydro-2H-pyran-3,4-diyl diacetate","Acetic acid (2R,3S,4R,5R,6R)-3-acetoxy-2-acetoxymethyl-5-acetylamino-6-[3-((2R,3R,4R,5S,6R)-4,5-diacetoxy-6-acetoxymethyl-3-acetylamino-tetrahydro-pyran-2-ylsulfanyl)-5-methyl-2-(pyrrolidin-1-ylazo)-phenylsulfanyl]-tetrahydro-pyran-4-yl ester",912.006,None,75,1,potassium carbonate,pyridine,copper(I) iodide,acetonitrile,24,80,pyridine | copper(I) iodide | potassium carbonate,None,Article,"Naus, Petr Leseticky, Ladislav Smrcek, Stanislav Tislerova, Iva Sticha, Martin, 2003, Synlett, 14, 2003, 2117 - 2122, 10.1055/s-2003-42073"
49,"N,N-tetramethylene-N'-(2'-iodophenyl)triazene","(2R,3S,4R,5R,6R)-5-acetamido-2-(acetoxymethyl)-6-mercaptotetrahydro-2H-pyran-3,4-diyl diacetate","Acetic acid (2R,3S,4R,5R,6R)-3-acetoxy-2-acetoxymethyl-5-acetylamino-6-[2-(pyrrolidin-1-ylazo)-phenylsulfanyl]-tetrahydro-pyran-4-yl ester",536.606,None,82,1,potassium carbonate,pyridine,copper(I) iodide,acetonitrile,24,80,pyridine | copper(I) iodide | potassium carbonate,None,Article,"Naus, Petr Leseticky, Ladislav Smrcek, Stanislav Tislerova, Iva Sticha, Martin, 2003, Synlett, 14, 2003, 2117 - 2122, 10.1055/s-2003-42073"
48,"2-acetamido-3,4,6-tri-O-acetyl-2-deoxy-1-thio-β-D-glucopyranose",[3-iodo-4-(pyrrolidin-1-ylazo)-phenyl]-phenyl-methanone,"Acetic acid (2R,3S,4R,5R,6S)-3-acetoxy-2-acetoxymethyl-5-acetylamino-6-[5-benzoyl-2-(pyrrolidin-1-ylazo)-phenylsulfanyl]-tetrahydro-pyran-4-yl ester",640.714,None,83,1,potassium carbonate,pyridine,copper(I) iodide,acetonitrile,24,80,pyridine | copper(I) iodide | potassium carbonate,None,Article,"Naus, Petr Leseticky, Ladislav Smrcek, Stanislav Tislerova, Iva Sticha, Martin, 2003, Synlett, 14, 2003, 2117 - 2122, 10.1055/s-2003-42073"
49,"2-acetamido-3,4,6-tri-O-acetyl-2-deoxy-1-thio-β-D-glucopyranose","N,N-tetramethylene-N'-(2'-iodophenyl)triazene","Acetic acid (2R,3S,4R,5R,6S)-3-acetoxy-2-acetoxymethyl-5-acetylamino-6-[2-(pyrrolidin-1-ylazo)-phenylsulfanyl]-tetrahydro-pyran-4-yl ester",536.606,None,85,1,potassium carbonate,pyridine,copper(I) iodide,acetonitrile,24,80,pyridine | copper(I) iodide | potassium carbonate,None,Article,"Naus, Petr Leseticky, Ladislav Smrcek, Stanislav Tislerova, Iva Sticha, Martin, 2003, Synlett, 14, 2003, 2117 - 2122, 10.1055/s-2003-42073"
50,"2-acetamido-3,4,6-tri-O-acetyl-2-deoxy-1-thio-β-D-glucopyranose","Acetic acid (2S,3R,4S,5R,6R)-4,5-diacetoxy-6-acetoxymethyl-2-[3-iodo-5-methyl-2-(pyrrolidin-1-ylazo)-phenylsulfanyl]-tetrahydro-pyran-3-yl ester","Acetic acid (2S,3R,4S,5R,6R)-4,5-diacetoxy-6-acetoxymethyl-2-[3-((2S,3R,4R,5S,6R)-4,5-diacetoxy-6-acetoxymethyl-3-acetylamino-tetrahydro-pyran-2-ylsulfanyl)-5-methyl-2-(pyrrolidin-1-ylazo)-phenylsulfanyl]-tetrahydro-pyran-3-yl ester",912.99,None,85,1,potassium carbonate,pyridine,copper(I) iodide,acetonitrile,24,80,pyridine | copper(I) iodide | potassium carbonate,None,Article,"Naus, Petr Leseticky, Ladislav Smrcek, Stanislav Tislerova, Iva Sticha, Martin, 2003, Synlett, 14, 2003, 2117 - 2122, 10.1055/s-2003-42073"
1,tetraacetyl thioglucose,"N,N-tetramethylene-N'-(2'-iodophenyl)triazene","Acetic acid (2S,3R,4S,5R,6R)-4,5-diacetoxy-6-acetoxymethyl-2-[2-(pyrrolidin-1-ylazo)-phenylsulfanyl]-tetrahydro-pyran-3-yl ester",537.591,None,89,1,potassium carbonate,pyridine,copper(I) iodide,acetonitrile,24,80,pyridine | copper(I) iodide | potassium carbonate,None,Article,"Naus, Petr Leseticky, Ladislav Smrcek, Stanislav Tislerova, Iva Sticha, Martin, 2003, Synlett, 14, 2003, 2117 - 2122, 10.1055/s-2003-42073"
4,"2,3,4,6-tetra-O-acetyl-1-thio-D-galactopyranose",[3-iodo-4-(pyrrolidin-1-ylazo)-phenyl]-phenyl-methanone,"Acetic acid (2R,3S,4S,5R,6S)-3,5-diacetoxy-2-acetoxymethyl-6-[5-benzoyl-2-(pyrrolidin-1-ylazo)-phenylsulfanyl]-tetrahydro-pyran-4-yl ester",641.699,None,90,1,potassium carbonate,pyridine,copper(I) iodide,acetonitrile,24,80,pyridine | copper(I) iodide | potassium carbonate,None,Article,"Naus, Petr Leseticky, Ladislav Smrcek, Stanislav Tislerova, Iva Sticha, Martin, 2003, Synlett, 14, 2003, 2117 - 2122, 10.1055/s-2003-42073"
2,tetraacetyl thioglucose,3-iodo-4-(pyrrolidin-1-ylazo)-benzoic acid methyl ester,"4-(Pyrrolidin-1-ylazo)-3-((2S,3R,4S,5R,6R)-3,4,5-triacetoxy-6-acetoxymethyl-tetrahydro-pyran-2-ylsulfanyl)-benzoic acid methyl ester",595.628,None,91,1,potassium carbonate,pyridine,copper(I) iodide,acetonitrile,24,80,pyridine | copper(I) iodide | potassium carbonate,None,Article,"Naus, Petr Leseticky, Ladislav Smrcek, Stanislav Tislerova, Iva Sticha, Martin, 2003, Synlett, 14, 2003, 2117 - 2122, 10.1055/s-2003-42073"
3,"2,3,4,6-tetra-O-acetyl-1-thio-D-galactopyranose","N,N-tetramethylene-N'-(2'-iodophenyl)triazene","Acetic acid (2S,3R,4S,5S,6R)-4,5-diacetoxy-6-acetoxymethyl-2-[2-(pyrrolidin-1-ylazo)-phenylsulfanyl]-tetrahydro-pyran-3-yl ester",537.591,None,97,1,potassium carbonate,pyridine,copper(I) iodide,acetonitrile,24,80,pyridine | copper(I) iodide | potassium carbonate,None,Article,"Naus, Petr Leseticky, Ladislav Smrcek, Stanislav Tislerova, Iva Sticha, Martin, 2003, Synlett, 14, 2003, 2117 - 2122, 10.1055/s-2003-42073"
16,ethyl 2-iodobiphenyl-2'-carboxylate,Thiosalicylic acid,2-(1'-carboxy-1-biphenylylthio)benzoic acid,350.395,None,39,1,None,pyridine,copper(I) oxide,None,3,None,pyridine | copper(I) oxide,None,Article,"Kapovits, Istvan Rabai, Jozsef Szabo, Denes Czako, Klara Kucsman, Arpad et al., 1993, J. Chem. Soc., Perkin Trans. 2  (1972-1999), 5, 1993, 847 - 853"
39,2-Iodobenzoic acid,diisopropyl (2-mercaptophenyl)phosphonate,2-[2'-(diisopropoxyphosphoryl)phenylsulfanyl]benzoic acid,394.428,None,67,1,None,pyridine,copper(I) oxide,None,4,110,pyridine | copper(I) oxide,None,Article,"Hamel, Matthieu Rizzato, Silvia Lecinq, Matthieu Sene, Aboubacary Vazeux, Michel Gulea, Mihaela Albinati, Alberto Kozelka, Jiri, 2007, Chem. Eur. J., 13, 19, 2007, 5441 - 5449, 10.1002/chem.200601573"
25,2-fluoronaphthalene-1-thiol,2-Chloronitrobenzene,C16H10FNO2S,299.325,"Under nitrogen, 2-fluoronaphthalene-1-thiol, Cu2O, and 1-chloro-2-nitrobenzene were dissolved in a pyridine solvent, and the reactants were refluxed for 12 hours. Upon completion of the reaction, the temperature of the reaction product was lowered to room temperature, 1M-HCl was added to the reaction product, and then the reaction product was extracted with ether and washed with water. The extracted organic layer was dried with MgSO4and vacuum-concentrated, and then the resultant product was separated by a silica gel column to obtain desired Sub 2-1 (yield 68percent).",68,1,None,pyridine,copper(I) oxide,None,12,None,pyridine | copper(I) oxide,None,Patent,"Duksan neolux co. ltd. Park, Jong Hwan Lee, Son Hui Moon, Song Yoon Kim, Dae Song Jong, Hwa Soon Kim, Won Sam Pyeon, Ji Hoon Lee, Bom Song, 2015, 110, KR101497124"
5,2-fluorothiophenol,2-Chloronitrobenzene,2-fluorophenyl 2-nitrophenyl thioether,249.265,None,78,1,None,pyridine,copper(I) oxide,None,12,None,pyridine | copper(I) oxide,None,Article,"Sanz, Roberto Fernandez, Yolanda Castroviejo, Ma. Pilar Perez, Antonio Fananas, Francisco J., 2006, J. Org. Chem., 71, 16, 2006, 6291 - 6294, 10.1021/jo060911c"
5,2-fluorothiophenol,2-Chloronitrobenzene,2-fluorophenyl 2-nitrophenyl thioether,249.265,"2-fluorothiophenol, 1-chloro-2-nitrobenzene and Cu2O were added into the pyridine solvent at room temperature under nitrogen, and the reaction was refluxed for 12 hours. After the reaction was completed, the temperature of the reaction was cooled to room temperature, 1M aqueous HCl solution was added, extracted with ether and washed with water. A small amount of water was removed with anhydrous MgSO4, and then filtered under reduced pressure, and separated and purified by column chromatography to give the desired intermediate A (yield: 78percent).",78,1,None,pyridine,copper(I) oxide,None,12,None,pyridine | copper(I) oxide,None,Patent,"Duksan Neolux Co., Ltd. Park, Jung Hwan Kim, Eun Kyung Moon, Sung Yun Joo, Jin Wook Baek, Chang Yeol Park, Sung Jin Choe, Dae Hyuk Kim, Dong Ha Hong, Chul Kwang, 2015, 23, KR101497127"
24,2-Iodo-N-methylbenzenesulfonamide,Thiosalicylic acid,2-(2-Methylaminosulfonylphenylthio)benzoic acid,323.394,None,81,1,None,pyridine,copper(I) oxide,None,2,None,pyridine | copper(I) oxide,None,Article,"Rabai, Jozsef Kapovits, Istvan Tanacs, Bela Tamas, Jozsef, 1990, Synthesis, 9, 1990, 847 - 849, 10.1055/s-1990-27033"
48,o-nitroiodobenzene,Thiosalicylic acid,2‑(2‑nitrophenylsulfanyl)benzoic acid,275.285,None,85,1,None,pyridine,copper(I) oxide,None,3,None,pyridine | copper(I) oxide,None,Article,"Kuti, M. Rabai, J. Kapovits, I., 1993, Phosphorus, Sulfur Silicon Relat. Elem., 85, 1-4, 1993, 119 - 128"
45,o-iodo-methyl-benzoic acid,Methyl thiosalicylate,"2,2'-Thiobenzoesaeure-dimethylester",302.351,None,88,1,None,pyridine,copper(I) oxide,None,22,115,pyridine | copper(I) oxide,None,Article,"Du, Xian Liu, Han Du, Da-Ming, 2010, Tetrahedron Asymmetry, 21, 2, 2010, 241 - 246, 10.1016/j.tetasy.2010.01.015"
26,"2,5-dibromoselenophene",4-aminotiophenol,"2,5-bis(4-aminophenylenesulfanyl)selenophene",377.393,None,51,2,potassium carbonate,quinoline,copper,toluene,4 | 24,150 | 200,quinoline | potassium carbonate | copper,None,Article,"Chou, Ying-Hsuan Lee, Wen-Ya Chen, Wen-Chang You, Nam-Ho Kurosawa, Tadanori Higashihara, Tomoya Ueda, Mitsuru, 2012, Macromolecules, 45, 17, 2012, 6946 - 6956,11, 10.1021/ma301326r"
26,4-(4-Phenylsulfanyl-phenylsulfanyl)-benzenethiol,C19H15BrS3,C37H28S6,665.025,None,11,1,None,quinoline,copper(I) oxide,None,None,160,pyridine | quinoline | copper(I) oxide,None,Article,"Pinchart, Alain Dallaire, Carol Gingras, Marc, 1998, Tetrahedron Lett., 39, 7, 1998, 543 - 546, 10.1016/S0040-4039(97)10624-4"
4,p-thiophenoxy thiophenol,C19H15BrS3,C31H24S5,556.862,None,21,1,None,quinoline,copper(I) oxide,None,None,160,pyridine | quinoline | copper(I) oxide,None,Article,"Pinchart, Alain Dallaire, Carol Gingras, Marc, 1998, Tetrahedron Lett., 39, 7, 1998, 543 - 546, 10.1016/S0040-4039(97)10624-4"
25,4-Methoxybenzenethiol,1-methylsulfanyl-4-(4-bromophenylsulfanyl)-benzene,C20H18OS3,370.56,None,40,1,None,quinoline,copper(I) oxide,None,None,160,pyridine | quinoline | copper(I) oxide,None,Article,"Pinchart, Alain Dallaire, Carol Gingras, Marc, 1998, Tetrahedron Lett., 39, 7, 1998, 543 - 546, 10.1016/S0040-4039(97)10624-4"
36,(4-bromophenyl)thioanisole,para-thiocresol,4-(methylsulfanyl)phenyl 4-tolyl sulfide,246.397,None,63,1,None,quinoline,copper(I) oxide,None,24,170,pyridine | quinoline | copper(I) oxide,None,Article,"Goyot, Olivier Gingras, Marc, 2009, Tetrahedron Lett., 50, 17, 2009, 1977 - 1981, 10.1016/j.tetlet.2009.02.068"
42,4-Fluorothiophenol,para-difluorobenzene,p-Di-(4-fluorphenylthio)-benzol,330.422,None,65,1,None,quinoline,copper(I) oxide,None,24,160,pyridine | quinoline | copper(I) oxide,None,Article,"Goyot, Olivier Gingras, Marc, 2009, Tetrahedron Lett., 50, 17, 2009, 1977 - 1981, 10.1016/j.tetlet.2009.02.068"
39,3-bromo-4-chloronitrobenzene,para-bromobenzenethiol,4-chloro-3-((4-bromophenyl)thio)-1-nitrobenzene,344.616,None,66,2,None,quinoline,copper(I) oxide,ethanol,2,220,copper(I) oxide | pyridine | quinoline,None,Article,"Gong, Denghuang Li, Jiafeng Yuan, Chengye Yuan, Junying, 2005, Synth. Commun., 35, 1, 2005, 55 - 66, 10.1081/SCC-200046496"
30,p-thiophenoxy thiophenol,1-methylsulfanyl-4-(4-bromophenylsulfanyl)-benzene,C25H20S4,448.698,None,70,1,None,quinoline,copper(I) oxide,None,None,160,pyridine | quinoline | copper(I) oxide,None,Article,"Pinchart, Alain Dallaire, Carol Gingras, Marc, 1998, Tetrahedron Lett., 39, 7, 1998, 543 - 546, 10.1016/S0040-4039(97)10624-4"
31,thiophenol,1-methylsulfanyl-4-(4-bromophenylsulfanyl)-benzene,C19H16S3,340.534,None,70,1,None,quinoline,copper(I) oxide,None,None,160,pyridine | quinoline | copper(I) oxide,None,Article,"Pinchart, Alain Dallaire, Carol Gingras, Marc, 1998, Tetrahedron Lett., 39, 7, 1998, 543 - 546, 10.1016/S0040-4039(97)10624-4"
