Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,HOMO_Energy,LUMO_Energy,Lowdin_Charge_Cu,Lowdin_Charge_C,Bonded_Valence_I,Bonded_Valence_L1,Atomic_Population_C,Atomic_Population_L2,Bond_Order_Cu_L2,Orbital_Charge_C_pz,Orbital_Charge_I_d,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_d,Orbital_Charge_L2_px,Orbital_Charge_L2_dz2,Ea
IDADEX,81.04,0.95,230.28,4.11,-3.1153,-2.3003,0.1816,-0.1849,1.3531,2.8609,5.6328,6.9577,0.3358,1.1223,10.1722,6.3429,12.7316,9.744,1.282,0.0093,24.1
HEYJIE,63.8,1.68,166.63,2.68,-2.9631,-2.9085,0.2909,-0.2126,1.3368,3.0526,5.9159,8.4823,0.3359,1.0211,10.176,6.3363,12.6137,9.7591,1.5133,0.0479,18.1
WUTDUL,82.35,-1.64,191.43,2.16,-3.0532,-2.0769,0.2817,-0.2212,1.3789,1.986,5.9715,6.8415,0.336,1.0538,10.1709,6.3076,12.5929,9.8177,1.3963,0.0141,28.2
ACPENC10,96.05,0.34,185.6,2.69,-2.7789,-2.6259,0.3663,-0.1944,1.3708,2.0232,5.8311,8.4258,0.3361,1.0477,10.1565,6.302,12.5631,9.7686,1.4433,0.0702,10.2
YAYGUC,76.25,2.49,164.68,1.82,-3.0172,-2.2717,0.2869,-0.1912,1.3267,2.7658,5.8402,8.4862,0.3365,1.0183,10.1607,6.335,12.6051,9.773,1.4498,0.0538,14.9
OCEXEB,81.44,13.83,194.47,2.17,-2.9334,-2.5812,0.3321,-0.1942,1.2626,1.9104,5.7303,7.0354,0.3365,1.0935,10.1553,6.3066,12.6325,9.7288,1.2577,0.0226,20.2
DUBJAN,83.68,5.37,208.61,2.33,-2.9612,-2.5831,0.3149,-0.2223,1.337,3.0271,5.9015,8.3908,0.3369,1.0308,10.1808,6.3099,12.5841,9.7911,1.4283,0.0641,19.5
KOSJEH,80.74,9.57,185.62,1.87,-3.2699,-2.6,0.3278,-0.193,1.3107,3.1025,5.7755,8.4192,0.3379,0.9899,10.158,6.3209,12.5968,9.7546,1.4474,0.1055,15.6
BENRAQ,100.35,3.84,207.53,3.59,-2.8148,-2.3213,0.4063,-0.2024,1.2553,1.7553,5.8541,8.4009,0.3382,1.0053,10.1655,6.2859,12.5684,9.7394,1.5404,0.0588,16.1
XAPTOY,82.62,13.84,190.41,2.48,-2.6711,-1.6685,0.203,-0.2207,1.3209,3.1616,5.887,7.0692,0.3391,1.0225,10.1851,6.3572,12.6221,9.8177,1.1991,0.0138,22.8
YUXCOM,79.62,-0.37,169.74,2.28,-2.9474,-2.0243,0.274,-0.2087,1.3726,2.0363,5.8861,7.0931,0.3395,1.0291,10.1644,6.332,12.5864,9.8076,1.2534,0.0135,27
VOSDUC,80.83,-2.44,237.38,1.94,-3.7831,-2.6195,0.3137,-0.2218,1.3861,2.0571,5.8847,6.9954,0.3395,1.0726,10.1577,6.3019,12.5888,9.7956,1.2436,0.0213,36.6
VAZJOY,82.57,8.18,190.9,2.67,-2.733,-2.4617,0.3571,-0.2012,1.347,1.8504,5.9589,8.381,0.3399,1.0338,10.1693,6.2952,12.5629,9.7847,1.463,0.0585,21.7
QIWLEQ,78.35,2.27,204.25,2.61,-3.6077,-2.804,0.2933,-0.1819,1.3379,2.0043,5.7255,7.0387,0.3399,0.9855,10.1507,6.326,12.6226,9.7582,1.2644,0.0137,14.7
PEFGUF,75.96,4.97,200.84,3.15,-3.4579,-2.9019,0.2787,-0.2013,1.3473,3.0648,5.9452,8.4388,0.34,1.0768,10.1553,6.3173,12.6492,9.7548,1.5124,0.0584,11.7
GAHPEK,60.87,1.25,150.07,3.02,-2.5043,-1.6295,0.3111,-0.2125,1.4343,1.881,5.8512,8.5119,0.3405,1.0444,10.1925,6.3441,12.5263,9.8185,1.5397,0.0546,26.4
CIHHAD,80.68,1.11,184.08,1.8,-3.4533,-2.8801,0.3078,-0.1597,1.2835,1.9957,5.7543,7.0413,0.3408,1.0133,10.1347,6.3322,12.6334,9.7266,1.2367,0.0121,21.9
SUTKUP,60.87,1.78,173.4,2.25,-2.5037,-1.4854,0.334,-0.223,1.3927,1.8977,5.7408,8.5313,0.3411,1.047,10.2029,6.3431,12.5233,9.7997,1.5261,0.0542,26.7
EHOQIE,81.64,-0.79,175.26,1.65,-3.0441,-2.0463,0.2883,-0.2199,1.3743,2.0134,5.8558,6.9586,0.3419,1.0239,10.1727,6.315,12.5788,9.8178,1.4219,0.0125,25.4
DEBFAR01,93.47,2.37,187.6,2.54,-2.8261,-2.6764,0.3722,-0.1974,1.3058,2.0116,5.9027,8.3948,0.3436,1.0086,10.1625,6.2884,12.5795,9.7598,1.4873,0.0668,16.3
LIVROZ,77.04,1.13,212.35,2.62,-3.2238,-2.4245,0.3046,-0.2173,1.3582,1.9709,5.9069,6.9912,0.3449,1.0512,10.1763,6.318,12.6117,9.7657,1.2184,0.0166,18
LALJER,79.98,0.24,182.48,1.7,-3.684,-2.6231,0.2823,-0.2006,1.355,2.0349,5.8433,6.9453,0.3449,1.0443,10.1509,6.3229,12.6299,9.7649,1.229,0.0129,16.4
ICAPOU,80.54,3.31,175.38,3.63,-2.4551,-1.6962,0.3496,-0.2157,1.3229,1.6411,5.9284,8.3929,0.3449,1.0181,10.1912,6.302,12.5588,9.7897,1.5447,0.0495,26.1
LIMMUQ,85.02,7.5,185.49,2.24,-3.4179,-2.6583,0.375,-0.172,1.3292,2.0114,5.8072,8.3371,0.3454,1.0575,10.1411,6.3029,12.5927,9.7295,1.4176,0.0744,15.3
UPUMAU,89.64,7.67,183.96,3.18,-2.7485,-1.7599,0.3668,-0.2066,1.2913,1.7316,5.8722,8.3493,0.3454,1.0177,10.1736,6.2974,12.5716,9.7642,1.4934,0.0766,16.9
VUWREK,87.47,-17.27,177.11,1.96,-2.6778,-1.7382,0.2798,-0.2103,1.4136,3.0351,5.913,8.4426,0.3459,1.0388,10.1801,6.3326,12.5514,9.8362,1.5657,0.0443,32.2
ROXMID,82.26,13.8,177.92,1.37,-2.6582,-1.7354,0.358,-0.2197,1.3484,1.9884,5.8921,8.4934,0.346,1.0552,10.1822,6.2984,12.5605,9.783,1.4642,0.0579,17.6
BACJEX,97.57,4.53,193.1,2.29,-3.2749,-3.1118,0.3845,-0.195,1.3262,1.9508,5.9058,8.4274,0.3463,1.0124,10.1575,6.2805,12.5989,9.7361,1.4512,0.0631,17
XAFSIG,77.54,4.41,214.75,2.38,-3.5705,-3.3292,0.2846,-0.2003,1.3311,1.976,5.8724,6.9226,0.3466,1.0989,10.1509,6.3117,12.6644,9.7393,1.1616,0.0183,16.4
SUMMOD,90.71,-0.96,181.6,2.88,-3.1664,-2.4971,0.3667,-0.1754,1.3449,2.0589,5.8587,8.3979,0.3468,0.9969,10.1471,6.3045,12.575,9.7538,1.4613,0.0481,15.9
YISJOZ,80.79,0.87,188.52,1.51,-3.0457,-2.1839,0.2637,-0.212,1.3544,3.1354,5.9412,8.3899,0.3476,1.0288,10.1709,6.3238,12.6222,9.7903,1.472,0.0608,18.9
ASOLOL,85.75,5.14,189.55,1.7,-3.3169,-2.6486,0.3884,-0.1792,1.3533,1.9878,5.8498,8.3667,0.3486,1.0011,10.1529,6.3013,12.5722,9.7381,1.4248,0.0946,15.2
RABDAV,77.55,2.11,204.22,1.76,-2.9762,-2.2497,0.2712,-0.2046,1.3456,3.1547,5.902,8.4585,0.3486,1.0287,10.1683,6.3329,12.6109,9.785,1.4576,0.0577,17.5
UMEZAP,83.73,-0.24,182.48,1.7,-2.8703,-2.4918,0.1543,-0.2167,1.3576,3.054,5.9,7.0133,0.3487,1.0455,10.1854,6.355,12.6681,9.8226,1.3506,0.0133,24.7
NODHOG,83.41,2.9,217.28,2.6,-2.435,-1.5868,0.3559,-0.225,1.2826,1.9505,5.9406,7.147,0.3489,1.0273,10.1919,6.3066,12.5445,9.793,1.2286,0.0116,22.3
NUVZAG,60.52,1.83,173.2,2.38,-2.5923,-2.1126,0.3485,-0.207,1.3653,1.8656,5.8913,8.4984,0.3494,1.0158,10.1763,6.3284,12.5328,9.7903,1.537,0.0492,26.9
GIQNUQ,74.84,5.21,199.68,1.68,-3.2112,-2.7024,0.2836,-0.2179,1.3373,3.2195,5.9454,8.5429,0.3495,1.1041,10.1636,6.3176,12.6372,9.7616,1.547,0.0678,14
XOMCAE,80.09,3.22,181.81,1.72,-3.112,-2.28,0.2026,-0.1922,1.3109,2.888,5.8305,7.0309,0.3497,0.9969,10.1548,6.3704,12.6454,9.7816,1.3335,0.0125,16.1
WERJUZ,82.08,14.19,191.11,1.93,-2.607,-1.6687,0.3612,-0.215,1.3384,1.9434,5.8624,8.3845,0.3497,1.0338,10.1816,6.302,12.5537,9.7831,1.4712,0.0549,16.2
GOHVUU,90.97,4.42,176.11,1.7,-3.3386,-2.6972,0.3668,-0.1702,1.3452,2.0181,5.8508,8.3854,0.3499,0.991,10.1343,6.3341,12.5593,9.7397,1.4598,0.0459,11.5
OCEBOP,72.39,1.99,191.87,2.37,-2.9833,-2.6324,0.3298,-0.2094,1.3644,2.9071,5.7899,8.4722,0.35,1.0242,10.1639,6.3381,12.5581,9.774,1.5008,0.1205,16.6
VAKNOL,91.8,6.18,184.35,1.55,-3.1008,-2.5405,0.3815,-0.1898,1.3964,1.9585,5.8073,8.4088,0.3504,1.0229,10.1736,6.3033,12.5574,9.7578,1.4466,0.0729,13.2
KUBVOS,78.22,2.96,197.95,2.39,-2.7247,-1.679,0.1826,-0.2186,1.3457,2.8422,5.8499,7.0774,0.3504,1.022,10.1863,6.3572,12.6343,9.8259,1.3787,0.0094,25.4
GULMUY,71.8,1.6,203.14,3.75,-2.9015,-2.4716,0.3411,-0.2064,1.3459,2.8876,5.702,8.5403,0.3507,1.0045,10.1685,6.3368,12.5433,9.7789,1.5232,0.1247,20.1
MEVTUC,93.61,2.45,187.83,3.54,-2.4531,-1.6292,0.3671,-0.2012,1.3102,1.7056,5.8772,8.4556,0.3508,1.0074,10.1865,6.2909,12.5631,9.7789,1.4823,0.0492,22.2
BAPREQ,80.56,2.15,186.5,2.19,-3.0373,-2.0878,0.1824,-0.2175,1.3737,2.9842,5.879,7.1481,0.3513,1.0562,10.1774,6.3559,12.6513,9.8104,1.3703,0.0113,20.5
TENVIT,74.11,6.11,207.82,1.96,-3.1878,-2.4485,0.2839,-0.2208,1.3349,3.0513,5.9717,8.5413,0.3518,1.1049,10.1618,6.3193,12.6316,9.7652,1.565,0.072,15.9
YAGTIL,78.42,-4.69,226.38,2.88,-3.8031,-3.5607,0.3014,-0.1677,1.2725,2.9874,5.7508,8.4511,0.3519,0.9984,10.1352,6.3324,12.6319,9.7344,1.5215,0.0908,3.4
TILSIS,82.96,14.64,180.42,1.85,-2.8891,-2.0693,0.2567,-0.2009,1.3462,1.5679,6.0041,6.9969,0.3522,1.0221,10.1653,6.3318,12.6177,9.7939,1.3851,0.0135,20.3
GEKROG,81.99,5.15,173.55,2.38,-2.8437,-1.9868,0.3518,-0.2093,1.3653,1.9393,5.9543,8.4684,0.3523,1.0441,10.1631,6.3029,12.5477,9.7977,1.4455,0.0544,14.9
TEJPIH,59.66,-10.78,146.91,1.7,-2.7483,-2.0315,0.3465,-0.2162,1.3532,1.9966,5.915,8.6326,0.3528,1.0395,10.1748,6.3376,12.5139,9.802,1.6701,0.0499,25.7
OPUPIA,63.48,-0.64,157.38,1.71,-2.5643,-1.6656,0.3294,-0.2097,1.4008,1.9441,5.9442,8.467,0.3532,1.0437,10.1879,6.3138,12.5635,9.7933,1.522,0.0535,19.5
XURKUS,90.53,-1.51,181.35,2.71,-3.0229,-2.2099,0.3675,-0.1934,1.369,2.0159,5.9312,8.3794,0.3534,1.0129,10.1538,6.3067,12.5529,9.7729,1.4527,0.0453,13.5
SEVYIC,82.51,5.11,175.1,2.75,-3.1411,-2.5589,0.3777,-0.1827,1.3299,1.9376,5.8293,8.3799,0.3539,0.9981,10.157,6.2991,12.5825,9.7407,1.4342,0.0715,15.1
SENPAD,86.42,3.78,182.52,2.63,-2.4768,-1.5716,0.3789,-0.2078,1.2787,1.7938,5.9607,8.4466,0.3541,1.0194,10.1808,6.2942,12.5524,9.7745,1.4368,0.062,23.3
UMICIE,83.28,-1.06,208.68,2.67,-3.9565,-3.3924,0.1463,-0.1732,1.37,3.413,5.8077,6.974,0.3543,1.0418,10.1538,6.3445,12.7545,9.7546,1.3573,0.0166,25.1
XEFCOA,85.93,-0.43,193.86,2.4,-2.8783,-2.3713,0.2654,-0.2141,1.3895,2.0431,5.9843,6.9989,0.3547,1.0356,10.1719,6.3288,12.5777,9.8281,1.4396,0.0129,30.2
DOQWEN,100.57,0.57,210.46,1.95,-2.789,-2.4501,0.3763,-0.1984,1.2796,1.7921,5.8977,8.5138,0.3547,1.0136,10.1617,6.2927,12.5733,9.7577,1.5577,0.0547,16.7
GIRZUD,83.74,1.62,188.16,1.41,-2.7269,-2.1609,0.2887,-0.2167,1.3498,1.9796,5.8259,6.9758,0.3547,1.0294,10.1861,6.3087,12.6163,9.7862,1.3592,0.0093,23.7
GOZDAA,93.79,8.98,214.3,2.39,-2.6964,-1.799,0.3787,-0.2074,1.3368,1.8348,5.8654,8.4943,0.355,1.0204,10.1831,6.2929,12.549,9.7794,1.4878,0.1148,13.7
KIZXEW,63.92,0.15,159.37,1.7,-3.2791,-3.2636,0.3655,-0.2078,1.3651,1.976,5.9541,8.481,0.3553,1.0235,10.1603,6.2891,12.5873,9.7581,1.5368,0.0539,19.7
JEKTID,85.97,17.1,195.21,2.21,-2.82,-1.8524,0.1455,-0.2312,1.3311,3.2156,5.8193,16.4047,0.356,1.0681,10.1876,6.3845,12.6478,9.8222,3.3959,0.0217,23.6
YALMEF,74.97,3.9,213.9,2.07,-3.302,-2.8113,0.2905,-0.2117,1.3456,3.0577,5.9577,8.5491,0.3563,1.1056,10.1594,6.3138,12.6345,9.7612,1.5331,0.0727,12.6
GIGVID,96.49,10.89,191.75,3.23,-3.2711,-2.7038,0.4098,-0.1871,1.3472,1.9381,5.6993,8.413,0.3564,1.0058,10.1648,6.2822,12.5745,9.7335,1.4645,0.0633,16.6
SOYSUV,77.41,3.06,223.52,2.15,-3.2744,-2.5153,0.2691,-0.2086,1.3387,3.1027,5.9092,8.4512,0.3567,1.0266,10.1645,6.3318,12.6169,9.7822,1.4971,0.053,13.1
IROMIN,83.15,-0.65,179.8,1.7,-3.1458,-2.1281,0.1831,-0.2072,1.3737,2.9727,5.8809,6.9583,0.357,1.019,10.1687,6.3466,12.6506,9.8197,1.4029,0.0129,24.8
WOKYUS,87.23,12.79,181.34,1.7,-2.6471,-1.7013,0.3435,-0.2145,1.3743,1.9547,5.8945,8.4027,0.3571,1.0456,10.1827,6.3011,12.5566,9.7988,1.4621,0.0531,17.9
VUFMOY,93.71,10.88,189.24,4.15,-2.7494,-2.2642,0.3716,-0.1927,1.2541,1.7371,5.8893,8.4025,0.3571,0.9968,10.1653,6.2874,12.5889,9.7522,1.4518,0.0577,19.2
PAMRIF,77.25,3.16,224.01,2.12,-3.3158,-2.6028,0.269,-0.2051,1.3357,1.9914,5.8985,6.9617,0.3573,1.037,10.1624,6.3321,12.623,9.7758,1.315,0.0127,13
YAHVUA,94.05,4.23,209.65,1.55,-3.0752,-2.4941,0.3823,-0.1899,1.3717,1.978,5.8745,8.4171,0.3575,1.001,10.1621,6.3033,12.5534,9.761,1.5303,0.0893,11.8
INIDAM,84.45,7.48,178.42,2.58,-3.4287,-2.7546,0.3797,-0.1707,1.3469,1.9918,5.8184,8.3677,0.3578,1.0491,10.1425,6.298,12.5982,9.7241,1.4275,0.0659,15.5
ITAJEU,75.22,4.65,193.52,2.38,-3.5943,-2.9034,0.2885,-0.2078,1.3441,2.7987,5.8943,8.4508,0.358,1.0853,10.1552,6.3251,12.6345,9.7519,1.5312,0.0691,17
QICWOR,83.62,0.49,179.87,2.46,-2.5052,-2.0197,0.3438,-0.214,1.3567,1.7197,5.977,8.3783,0.3582,1.034,10.1899,6.2903,12.5724,9.7935,1.4974,0.0498,29.6
PYRNAH,82.24,2.06,191.45,1.82,-2.8004,-1.9026,0.3167,-0.2084,1.212,1.9797,5.8229,7.0758,0.3584,0.9986,10.1612,6.3204,12.6134,9.7495,1.3611,0.0097,25.3
KATBOX,79.14,6.62,173.78,3.66,-2.9303,-1.9095,0.2917,-0.2175,1.326,2.0061,5.8833,7.2168,0.3587,1.0524,10.1781,6.3073,12.6065,9.7944,1.3772,0.0202,26.5
RUQWEG,74.58,5.77,196.98,2.15,-3.4673,-3.472,0.2908,-0.1943,1.3165,3.1168,5.9816,8.4229,0.3588,1.0769,10.1476,6.3204,12.6579,9.731,1.4905,0.0658,17.7
PIRWIZ,80.74,16.73,212.57,2.33,-2.8491,-2.1523,0.2837,-0.2067,1.2998,1.9479,5.7852,7.1401,0.3588,1.1297,10.1731,6.322,12.6301,9.7642,1.3108,0.0285,19.7
NULMOY,63.57,1.58,201.55,1.7,-2.5561,-1.7279,0.2533,-0.2098,1.3618,3.0835,5.8845,8.5136,0.3591,1.0552,10.1872,6.3447,12.5953,9.8068,1.5202,0.0514,25.4
QIVQAQ,80.84,2.17,212.72,1.98,-2.7965,-2.4842,0.2694,-0.2135,1.3483,2.8897,5.9773,8.4865,0.3595,1.0353,10.1802,6.3297,12.6065,9.7944,1.4522,0.0558,20.7
SICREC,82.18,2.64,222.98,2.46,-2.9557,-2.3837,0.3192,-0.2162,1.3361,2.0258,5.8885,7.1185,0.3596,1.0186,10.1796,6.2998,12.6092,9.7718,1.3279,0.0092,27.5
SECDAI,88.86,-0.4,178.76,3.37,-3.3894,-2.9709,0.3715,-0.1503,1.3298,2.0183,5.7965,8.4079,0.3598,0.9872,10.1292,6.3121,12.5954,9.7211,1.4925,0.0567,12.1
GOLDOA,78.24,4.01,209.76,2.66,-3.4973,-2.7958,0.2062,-0.187,1.3256,3.1917,5.6702,7.0412,0.36,0.9844,10.1643,6.3528,12.6802,9.7608,1.3421,0.0096,19.5
WELSUD,86.59,3.27,178.03,1.7,-2.9948,-1.9788,0.356,-0.2053,1.3793,2.0478,5.8975,8.4045,0.3602,1.0207,10.1611,6.3048,12.5472,9.792,1.436,0.0566,7.7
YIZDUH,81.87,-0.74,202.15,2.2,-2.9833,-2.551,0.2859,-0.2167,1.3693,3.1146,5.8894,8.4234,0.3602,1.0293,10.1707,6.3175,12.5867,9.8098,1.5082,0.052,27.9
KAVFES,91.61,12.55,186.46,1.73,-2.6313,-1.7256,0.2096,-0.2168,1.3555,2.0326,5.84,8.4332,0.3602,1.0455,10.1816,6.3508,12.6099,9.8297,1.4277,0.0568,20.4
UYILEV,60.24,-1.36,150.92,2.31,-2.6994,-2.4861,0.3425,-0.218,1.3914,1.829,5.8972,8.5048,0.3603,1.0566,10.1852,6.3281,12.5268,9.8026,1.5066,0.0471,25.3
TOVHOE,85.24,13.42,184.55,1.33,-2.8617,-2.313,0.3748,-0.2154,1.3243,2.0056,5.8986,8.4007,0.3603,1.0702,10.1698,6.2863,12.5803,9.7585,1.4841,0.0654,19.9
HOSWAQ,82.28,8.13,176.28,2.22,-3.6373,-2.9416,0.3752,-0.1689,1.3222,1.9797,5.7779,8.4991,0.3604,1.0245,10.1401,6.2955,12.5974,9.732,1.4646,0.0603,16.2
KIMRUV,81.25,-3.55,203.98,1.53,-3.4613,-2.8944,0.2595,-0.2173,1.366,2.0284,5.8696,6.9702,0.3605,1.0769,10.1591,6.3429,12.6287,9.7689,1.2899,0.0134,23.3
XITCUY,78.36,8.09,191.29,2.06,-3.5543,-2.8218,0.3171,-0.1969,1.3573,2.8941,5.9128,8.4123,0.3606,1.0727,10.1475,6.3163,12.6157,9.7508,1.4509,0.0543,15.6
WEHKAW,82.12,-1.41,176.8,1.31,-3.0902,-2.123,0.2863,-0.2214,1.3886,1.9962,5.913,6.9569,0.3608,1.0445,10.1706,6.3083,12.5879,9.8175,1.3967,0.0137,26.9
VORGOA,81.04,14.88,195.83,2.04,-2.8169,-2.3047,0.3177,-0.2132,1.2821,1.946,5.8127,6.9025,0.3613,1.0262,10.173,6.3195,12.6014,9.7614,1.2154,0.0203,26.9
VUKCOW,63.48,1.02,157.94,2.67,-3.2954,-3.2009,0.3627,-0.2013,1.3716,1.9706,5.9085,8.4607,0.3613,1.0232,10.1563,6.2949,12.5938,9.7486,1.5333,0.055,25.6
SORTEY,87.79,-17.81,178.27,1.74,-2.9552,-2.197,0.2906,-0.2181,1.4065,3.0047,5.9387,8.4464,0.3614,1.0373,10.1701,6.3206,12.5582,9.8306,1.5456,0.0469,31.6
GAPNIW,77.06,2.73,201.32,2.8,-3.5346,-2.5978,0.2949,-0.1788,1.338,3.0147,5.7342,8.5608,0.3615,0.995,10.1496,6.3332,12.6148,9.7572,1.5,0.0622,14.9
MIZFIL,62.6,0.03,155.78,1.92,-2.8969,-2.703,0.3433,-0.2114,1.4012,1.8834,5.9221,8.4754,0.3615,1.0236,10.1792,6.3104,12.5676,9.7787,1.5603,0.0466,26.4
BEWLUN,80.95,2.08,187.5,2.1,-2.6988,-1.7269,0.1842,-0.2242,1.3238,3.0892,5.7972,7.0391,0.3616,1.0253,10.1912,6.3566,12.6593,9.7999,1.3512,0.0094,24.6
SEVQEQ,82.98,13.87,203.49,1.97,-2.6134,-1.6898,0.3562,-0.2132,1.337,1.9711,5.8471,8.4206,0.3618,1.0463,10.1829,6.2987,12.5668,9.7783,1.459,0.06,16.2
RUJHOU,63.59,0.54,158.65,2.09,-3.3113,-3.3078,0.3672,-0.2089,1.3735,1.8975,5.9588,8.4799,0.3619,1.0326,10.162,6.2921,12.5868,9.7539,1.5125,0.0522,20.5
XUBMEM,82.02,-0.86,178.09,4.01,-2.8578,-2.767,0.3565,-0.2072,1.3574,1.815,5.9428,8.4012,0.3619,1.0349,10.1737,6.2813,12.5923,9.77,1.5133,0.0702,-6.1
AGIDOM,83.47,-1.98,175.6,1.72,-2.8002,-2.4286,0.2905,-0.2146,1.3808,2.9671,5.8866,8.4369,0.3625,1.0616,10.169,6.3199,12.5759,9.8137,1.4839,0.0548,28.2
KHTACN,101.88,3.52,194.68,2.1,-3.4304,-2.73,0.3707,-0.1701,1.3151,1.8886,5.8613,8.4161,0.3626,0.994,10.1461,6.2924,12.5988,9.7381,1.4338,0.0594,12.9
EVAMEU,83.6,-0.96,213.67,1.96,-3.7812,-2.9749,0.167,-0.2003,1.3519,3.2986,5.7643,6.9494,0.3626,1.0761,10.1552,6.3447,12.7294,9.7589,1.4441,0.0125,18.8
OXOBUA,87.1,6.41,215.41,2.22,-3.0324,-2.487,0.2877,-0.1772,1.2372,2.9842,5.6087,8.3459,0.3626,1.129,10.1565,6.3139,12.6739,9.7245,1.4308,0.0635,20.9
RECNUL,83.19,10.01,182.03,1.98,-2.9517,-2.183,0.2896,-0.2126,1.3533,1.6336,5.8446,7.0068,0.3627,1.0273,10.1674,6.333,12.5863,9.7912,1.2436,0.0165,19
WIHDAU,64.35,0.93,217.18,3.34,-2.563,-1.9974,0.1984,-0.2178,1.3537,3.0581,5.8777,7.0264,0.3629,1.0265,10.1913,6.3573,12.609,9.8352,1.4187,0.0099,30.6
ZZZLWW03,82.69,15.6,179.2,1.7,-2.6731,-1.9171,0.2082,-0.2236,1.328,2.0027,5.8639,8.4246,0.3629,1.0656,10.1804,6.3538,12.6229,9.8152,1.4297,0.0591,19
JEZMEJ,72.04,2.95,191.18,2.39,-2.9502,-2.4745,0.3302,-0.2119,1.3548,2.9093,5.7894,8.486,0.3632,1.021,10.1682,6.339,12.551,9.7798,1.5154,0.1215,17.7
COJTUQ,78.41,2.23,172.09,1.82,-2.5134,-1.5086,0.2516,-0.2126,1.3635,2.8211,5.9133,8.4245,0.3637,1.0823,10.1945,6.336,12.5988,9.8137,1.4593,0.0579,20.5
ULINUZ,101.88,10.12,197.4,3.16,-2.6578,-2.1701,0.3935,-0.1783,1.2237,1.8196,5.8467,8.3769,0.3637,1.0203,10.1581,6.2827,12.5942,9.7296,1.4545,0.0538,20.1
DULKUR,83.17,11.68,178.16,1.54,-2.7099,-2.0471,0.3469,-0.2167,1.3634,2.0441,5.9353,8.4483,0.3644,1.0583,10.1762,6.2929,12.5639,9.7962,1.4541,0.0573,17.9
AFETOU,105.21,2.8,203.96,2.09,-3.1945,-3.0518,0.3994,-0.1932,1.2508,1.7707,5.8435,8.3783,0.3645,1.0045,10.1637,6.2838,12.6197,9.6972,1.4482,0.0582,21.7
DUGCOA,93.78,8.48,193.34,2,-3.7514,-2.4929,0.3716,-0.0347,0.7557,2.072,5.3456,8.4904,0.3649,0.9902,10.058,6.3173,12.6684,9.6428,1.4556,0.0631,-0.8
VIPFEI,82.1,8.39,178.74,1.7,-3.0665,-2.4335,0.3809,-0.1906,1.2822,2.0014,5.8982,8.3418,0.3651,1.003,10.1525,6.2928,12.5875,9.7388,1.4734,0.0632,17.2
DIGCAY,65.66,0.72,205.15,2.51,-2.6743,-1.9764,0.203,-0.223,1.3317,3.0182,5.8418,7.1056,0.3653,1.025,10.1867,6.3471,12.6415,9.8084,1.4101,0.01,23
JALQAR,87.22,6.14,184.6,1.7,-2.9571,-2.4788,0.3603,-0.2002,1.3374,2.0532,5.9527,8.3987,0.3654,1.0396,10.1679,6.2793,12.5949,9.7655,1.4652,0.0623,19
QIMFIE,101.82,-0.41,201.36,1.59,-2.8206,-2.3209,0.3834,-0.2011,1.3345,1.7877,5.8203,8.5377,0.3655,1.0073,10.1803,6.2872,12.562,9.7674,1.5975,0.077,15.9
MENDAL01,83.68,1.36,188.38,1.7,-2.8605,-2.4204,0.2935,-0.2182,1.3502,1.9849,5.8327,6.9772,0.3657,1.0255,10.1799,6.305,12.6163,9.7852,1.3547,0.0094,23.2
HAKCON,75.58,5.54,219.92,2.01,-3.3186,-2.4313,0.2779,-0.2134,1.3596,2.9276,5.9497,8.4933,0.366,1.0906,10.1614,6.3235,12.6323,9.7663,1.5414,0.0669,17.8
RITLAJ,82.74,14.01,178.97,1.4,-2.6372,-1.672,0.3548,-0.2182,1.3468,1.9695,5.8904,8.3725,0.3661,1.0463,10.1834,6.3001,12.5645,9.7806,1.4824,0.053,18.3
KITZIZ,72.11,3.85,190.67,2.32,-3.4821,-2.5206,0.3387,-0.182,1.3628,2.8535,5.7238,8.4526,0.3662,1.0224,10.1469,6.3366,12.5733,9.7514,1.4821,0.0601,15.7
XAZGAH,89.57,-0.6,180.29,2.92,-3.3922,-2.9008,0.376,-0.1521,1.3305,2.0064,5.8478,8.3878,0.3662,0.985,10.1321,6.3093,12.59,9.7247,1.4777,0.0598,12.9
UVEKEM,83.75,1.39,202.82,1.92,-2.5955,-1.5802,0.2541,-0.2145,1.3718,1.9686,5.9409,7.0783,0.3662,1.0671,10.1927,6.3164,12.6186,9.8109,1.4217,0.0097,25.4
USEWAS,85.32,11.4,182.75,1.98,-2.6176,-1.5719,0.2481,-0.2134,1.3731,2.9682,5.8524,8.3827,0.3663,1.0386,10.1869,6.3429,12.5884,9.8205,1.2742,0.064,23.1
IPUHEG,80.44,3.99,172.78,1.69,-2.9545,-2.2297,0.3554,-0.1979,1.3474,1.9768,5.8433,8.3776,0.3667,1.0252,10.1544,6.3035,12.572,9.769,1.4604,0.0535,13.4
LETPIK,81.34,4.29,173.46,1.86,-3.5253,-2.9188,0.3793,-0.162,1.34,1.9217,5.8277,8.3,0.3674,1.0032,10.1408,6.3063,12.5939,9.7205,1.3124,0.1002,15.4
