Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_35A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-N,Cu-C,C-I,Cu-I-C,I-C-N,C-N-Cu,Lowdin_Charge_Cu,Lowdin_Charge_N,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu-I,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Cu-L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_N_s,Orbital_Charge_N_pz,Orbital_Charge_N_px,Orbital_Charge_N_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dxz,Orbital_Charge_L1_dyz,Orbital_Charge_L1_dxy,Orbital_Charge_L1_dz2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_L2_dyz,Orbital_Charge_L2_dz2,ImgFreq,Ea
FEWQAC,79.85,-4.3,214.64,2.76,11.01,11.04,36.8,27.5,17.4,822.46,-3.6734,-2.8743,2.25,1.94,-0.03,0.1,1.98,3.15,2.27,80.83,88.88,100.8,0.2662,-0.2847,-0.1242,0.1726,-0.1031,-0.6331,2.2364,2.6357,3.4382,1.4554,2.8951,2.0813,28.8382,7.2434,5.7419,25.1802,7.2059,8.5365,0.5521,0.7502,0.5638,0.2765,0.5452,2.937,0.9681,1.1113,1.0119,3.2452,1.3375,1.2047,1.4208,3.7189,3.5847,3.8573,3.4811,10.1855,2.0244,2.0605,2.0276,2.0465,2.0265,6.3375,12.5618,4.2048,4.1208,4.2362,9.8345,1.9676,1.9207,2.0028,1.9949,1.9485,1.3812,1.2176,1.2161,0.1123,0.03,0.0179,0.0262,0.0154,1.5124,1.6812,1.5108,0.4253,0.074,0.091,0.0829,-234.42,18.3
HIRREH01,96.51,2.36,250.33,3.14,8.06,7.97,48.2,35.4,20.7,691.16,-2.7388,-1.1376,1.9,1.97,0.05,-0.04,1.96,3.33,2.17,73.6,92.16,106.76,0.3759,-0.3062,-0.1675,0.0718,-0.1973,-0.928,2.4955,2.6615,3.5102,1.0944,2.952,1.7362,28.9122,7.2537,5.7625,25.267,7.255,8.4384,0,0.933,0.6031,0.6151,0.564,2.9367,1.0007,1.109,1.0234,3.2408,1.2889,1.258,1.4423,3.7332,3.4327,3.9159,3.689,10.1574,2.0205,2.0632,2.012,2.0442,2.0177,6.3351,12.5428,4.1312,4.1833,4.2283,9.7463,1.953,1.9756,1.8902,1.9692,1.9583,1.3537,1.3473,1.2716,0.0851,0.0124,0.0179,0.0215,0.0183,1.7743,1.7251,1.4167,0.4354,0.0452,0.1219,0.0432,-113.26,18.3
XEGTEI,87.45,1.15,187.85,2.46,4.2,11.02,30,17.9,9.9,608.74,-2.9144,-2.4544,1.98,1.98,-0.01,-0.03,1.94,3.12,2.26,79.21,87.53,98.34,0.3218,-0.292,-0.1408,0.0903,-0.5828,-0.8423,2.4764,2.6384,3.389,1.325,2.1069,1.8035,28.8845,7.254,5.7477,25.26,8.4388,8.5312,0.4655,0.6969,0.5899,0.4812,0.5714,2.9417,0.9816,1.1136,1.0094,3.2429,1.3202,1.2308,1.4206,3.7247,3.4875,3.9136,3.5847,10.1993,2.0232,2.09,2.0183,2.0434,2.0244,6.3123,12.5739,4.1766,4.1624,4.2349,9.7919,1.9303,1.9411,1.9626,1.9731,1.9849,1.5566,1.6459,1.4665,0.3915,0.0349,0.0893,0.1091,0.0417,1.7765,1.5562,1.5419,0.3967,0.0663,0.0575,0.0553,-195.79,18.3
FOHGIV,85.36,11.7,194.92,1.77,8.86,9.57,39,28.9,19.6,726.55,-3.5713,-2.4758,2.06,1.87,-0.16,0.01,1.93,3.09,2.27,77.57,88.14,98.85,0.4102,-0.279,-0.1238,0.1416,-0.6866,-0.657,2.6713,2.6899,3.4065,1.3566,1.9407,2.0692,28.9648,7.2318,5.7369,25.2002,8.4814,8.3876,0.4442,0.7368,0.6397,0.4911,0.618,2.9377,0.9937,1.0852,1.0119,3.2356,1.3528,1.2387,1.3746,3.7336,3.3585,3.8935,3.7038,10.169,2.0252,2.0448,2.0164,2.0604,2.0222,6.2961,12.5414,4.2082,4.1223,4.2109,9.7523,1.9241,1.9171,1.9989,1.9334,1.9787,1.6019,1.6769,1.4592,0.4162,0.0531,0.0867,0.1145,0.0498,1.4912,1.5975,1.5988,0.4568,0.098,0.0928,0.0988,-223.5,18.3
OYIPIW,81.81,-0.86,213.28,2.93,7.25,8.13,36.8,28.9,19.4,682.44,-3.7738,-2.7229,1.92,2.17,0.05,-0.02,1.95,3.13,2.28,80.12,88.75,100.81,0.2205,-0.2864,-0.1187,0.1416,-0.0089,-0.5185,2.4053,2.6584,3.4985,1.429,3.2272,2.0124,28.847,7.2478,5.765,25.1793,6.9803,8.4495,0.5243,0.732,0.594,0.6266,0.2857,2.9365,0.9892,1.1311,0.9664,3.241,1.3284,1.2417,1.398,3.7271,3.4547,3.9089,3.5943,10.1733,2.0207,2.0706,2.0178,2.0446,2.0197,6.3473,12.6171,4.2192,4.1712,4.2267,9.8151,1.9442,1.9315,1.9924,1.9744,1.9726,1.2472,1.1134,1.3755,0.1229,0.027,0.0148,0.0247,0.0164,1.5093,1.6234,1.4966,0.3737,0.0481,0.0777,0.0491,-248.16,18.2
KESMUQ,84.15,15.04,193.01,2.48,8.2,5.58,38.1,27.6,15.1,592.59,-3.2361,-1.8059,1.97,2.15,-0.07,-0.21,1.98,3.25,2.22,81.25,89.49,103.49,0.1655,-0.32,-0.1476,0.1004,-0.5032,-0.1721,2.1679,2.6404,3.478,1.3118,2.5322,3.0343,28.7975,7.2633,5.7595,25.2198,7.6993,7.104,0.37,0.7938,0.5785,0.554,0.3256,2.9383,0.9881,1.1147,1.0103,3.2459,1.3291,1.2226,1.4464,3.7293,3.4738,3.9148,3.5967,10.185,2.0201,2.0796,2.017,2.0445,2.0239,6.4175,12.5808,4.1677,4.1518,4.2613,9.8362,1.9795,1.9688,1.9835,1.974,1.9305,1.0755,1.6072,1.4267,0.082,0.019,0.0262,0.0091,0.0203,1.3542,1.3364,1.2007,0.0888,0.0136,0.018,0.0213,-143.87,18.2
QEKCOY,88.67,1.44,189.93,2.45,10.14,11.44,31.5,24.1,15.9,788.72,-3.5998,-2.7651,1.96,2.04,-0.02,-0.04,1.97,3.08,2.27,77.21,89.2,98.14,0.3571,-0.2851,-0.1269,0.1133,-0.6471,-0.4987,2.1726,2.6423,3.3709,1.3296,2.0099,2.0373,28.8185,7.2523,5.714,25.2295,8.5449,8.4548,0.4369,0.7144,0.6001,0.4867,0.3488,2.9371,1.0426,1.0486,1.0021,3.2432,1.2264,1.3212,1.4177,3.7322,3.5417,3.8397,3.5929,10.1802,2.0331,2.0723,2.0229,2.0302,2.0217,6.3092,12.5142,4.1284,4.1767,4.2091,9.8195,1.969,1.9752,1.9476,1.9558,1.972,1.5254,1.7107,1.4673,0.4458,0.0426,0.098,0.1311,0.053,1.4982,1.6808,1.4334,0.3978,0.0345,0.0843,0.054,-251.52,18.2
AWUJUY,80.11,-4.41,209.07,3.77,8.96,11.06,38,29.8,20.4,801.22,-3.613,-2.32,2.02,2.15,0.13,-0.01,1.97,3.15,2.24,80.85,89.38,99.8,0.2557,-0.2961,-0.1348,0.1967,-0.605,-0.0868,2.2506,2.6408,3.4276,1.4575,2.0703,2.9378,28.8635,7.24,5.7372,25.1621,8.5119,7.204,0.5374,0.7642,0.5892,0.475,0.3601,2.937,0.989,1.0977,1.0152,3.2426,1.3122,1.2361,1.4288,3.7129,3.5843,3.8903,3.4293,10.1865,2.0249,2.0621,2.0205,2.0461,2.0329,6.3393,12.5637,4.2033,4.1266,4.2339,9.8413,1.9734,1.9218,2.0055,1.989,1.9516,1.4909,1.6708,1.5194,0.4154,0.0782,0.095,0.0803,0.089,1.4407,1.1523,1.2058,0.1126,0.0333,0.0169,0.0141,-186.02,18.2
LILMEZ,84.25,-0.56,199.02,1.75,7.25,6.78,35,25.9,14.8,617.94,-3.2674,-2.0693,1.96,2.05,0,0,1.97,3.24,2.22,82.53,88.66,101.85,0.1108,-0.3202,-0.1524,0.1275,-0.1835,-0.1322,2.3666,2.6478,3.5198,1.3637,3.2212,3.1575,28.8841,7.2635,5.7803,25.1998,7.0879,7.0581,0.4166,0.8087,0.5732,0.5552,0.4032,2.9395,0.9919,1.1197,1.0067,3.2438,1.333,1.2246,1.4425,3.7208,3.4564,3.9248,3.5793,10.1911,2.0214,2.0811,2.019,2.0452,2.0244,6.381,12.6644,4.1948,4.2041,4.2656,9.8438,1.9633,1.9436,1.9921,1.9686,1.9761,1.3197,1.1922,1.4111,0.0925,0.0136,0.0131,0.0387,0.0102,1.2667,1.3209,1.2877,0.0917,0.0132,0.0131,0.01,-131.7,18.2
BENGOT,99.88,-2.86,202.64,2.94,9.29,9.35,39.9,32.5,20,763.4,-2.8426,-1.2153,1.95,1.98,-0.03,-0.01,1.98,3.05,2.19,73.42,90.71,95.08,0.3978,-0.3019,-0.1637,0.0828,-0.8556,-0.511,2.1808,2.6265,3.3578,1.1982,1.753,2.0377,28.7932,7.245,5.7422,25.2658,8.4922,8.4396,0.2517,0.8435,0.5729,0.568,0.4205,2.9377,1.0199,1.0583,1.0497,3.2423,1.2461,1.2926,1.4449,3.724,3.3688,3.9168,3.7178,10.1898,2.0282,2.0789,2.0135,2.0503,2.0189,6.3108,12.4902,4.1166,4.1844,4.1892,9.8012,1.9774,1.972,1.9063,1.963,1.9826,1.7543,1.6621,1.4346,0.4743,0.0582,0.1134,0.1193,0.0639,1.5705,1.611,1.4442,0.3921,0.0364,0.0895,0.0452,-140.7,18.2
BOJYUV,93.59,1.5,194,2.87,7.1,9.48,31,22.5,15.1,717.16,-2.9547,-1.5095,1.98,1.98,-0.06,-0.05,1.98,3.11,2.19,76.79,89.53,95.81,0.3517,-0.317,-0.1619,0.1151,-0.7014,-0.5284,2.1285,2.5905,3.3726,1.2568,1.9655,1.9989,28.8133,7.2583,5.7348,25.2401,8.5603,8.4862,0.3353,0.8121,0.59,0.5132,0.4221,2.9382,1.0071,1.0903,1.0301,3.2434,1.2763,1.2692,1.4524,3.7191,3.4283,3.9217,3.6238,10.1919,2.0245,2.0868,2.0151,2.0447,2.0208,6.3095,12.5101,4.1352,4.1743,4.2005,9.8287,1.9622,1.9707,1.9447,1.9627,1.9884,1.6197,1.6941,1.4607,0.4123,0.0395,0.0827,0.1242,0.0486,1.5333,1.6647,1.4442,0.397,0.0386,0.0901,0.0475,-126.76,18.2
TUWBAO,93.66,-1.29,190.45,1.98,6.25,8.03,36.5,29.7,18.6,638.7,-2.8033,-1.3215,2.06,2.01,-0.09,-0.03,1.98,3.09,2.23,77.93,88.52,94.92,0.3197,-0.3066,-0.1481,0.0997,-0.587,-0.5964,2.0634,2.6468,3.3889,1.2692,1.8842,1.8806,28.7859,7.2541,5.7456,25.2711,8.4211,8.4568,0.4046,0.7462,0.5686,0.3525,0.4283,2.9403,0.9844,1.097,1.032,3.2448,1.3138,1.2257,1.4467,3.7205,3.4868,3.8924,3.6019,10.1987,2.0271,2.0871,2.0199,2.0434,2.0212,6.3129,12.5146,4.1664,4.1514,4.1967,9.8527,1.9679,1.9479,1.977,1.9794,1.9806,1.6496,1.5676,1.4862,0.384,0.0538,0.072,0.0958,0.0504,1.7497,1.5306,1.4332,0.3858,0.0398,0.0981,0.0567,-147.42,18.2
HABVAJ,84.97,0.19,220.47,2.01,6.58,18.83,35.8,24.8,13.4,859.52,-3.444,-2.7323,1.97,2.01,-0.03,0.02,1.97,3.22,2.26,82.36,88.6,102.73,0.2198,-0.2917,-0.134,0.1165,-0.6803,-0.0938,2.4226,2.6601,3.5985,1.3994,2.0126,3.2295,28.8634,7.2429,5.8206,25.2007,8.4995,7.1158,0.4798,0.7752,0.5611,0.5356,0.4529,2.9392,1.0027,1.135,0.9623,3.2459,1.3503,1.2407,1.3782,3.7264,3.3474,3.8947,3.7278,10.1872,2.024,2.0548,2.0224,2.0614,2.0245,6.3318,12.6313,4.2149,4.1957,4.2206,9.8171,1.9499,1.9786,1.9847,1.9219,1.982,1.5513,1.6458,1.5341,0.4214,0.0577,0.0844,0.1068,0.0602,1.2276,1.3219,1.3082,0.093,0.0153,0.0142,0.0112,-197.92,18.2
COGPOE,93.43,1.26,212.95,2.93,9.85,9.42,31.8,25.8,19.3,764.3,-3.0678,-1.7361,1.99,1.95,-0.07,-0.02,1.99,3.07,2.22,76.34,89.57,95.28,0.349,-0.3025,-0.149,0.1011,-0.7154,-0.518,2.1631,2.5918,3.3438,1.2777,1.9478,2.0356,28.8231,7.2505,5.7172,25.2505,8.5457,8.4823,0.3843,0.7795,0.5617,0.4953,0.4533,2.9381,1.0195,1.0687,1.0258,3.2464,1.2553,1.2949,1.4303,3.7227,3.3718,3.9093,3.7025,10.1925,2.0274,2.0765,2.0164,2.0515,2.0207,6.3011,12.519,4.1373,4.1792,4.2025,9.8308,1.9685,1.989,1.937,1.955,1.9813,1.6172,1.6794,1.4684,0.4426,0.0494,0.0887,0.1234,0.051,1.5214,1.6707,1.4407,0.4014,0.0398,0.0935,0.0488,-171.63,18.2
RAVFOK,83.09,-1.55,179.88,1.75,4.51,11.49,28,16.2,9.2,643.59,-3.5151,-2.6928,2.06,2.01,0,0.04,1.94,3.09,2.26,79.28,88.67,98.43,0.2979,-0.2882,-0.1312,0.1309,-0.5576,-0.5668,2.2635,2.6367,3.4441,1.4075,2.0807,2.0879,28.8611,7.2498,5.7544,25.2046,8.4814,8.4791,0.5299,0.7124,0.5966,0.4128,0.4541,2.9383,0.9835,1.1213,0.9925,3.2397,1.3273,1.2264,1.4172,3.7199,3.4572,3.9178,3.5851,10.189,2.0223,2.0806,2.0182,2.0454,2.0225,6.3047,12.5568,4.1963,4.139,4.2214,9.8406,1.962,1.9336,1.9908,1.9732,1.981,1.5166,1.7122,1.4412,0.3614,0.0233,0.0813,0.1088,0.0455,1.5187,1.6022,1.5496,0.3773,0.0392,0.0771,0.0464,-229.77,18.2
NILQUW,83.73,1.35,220.77,2.18,6.22,10.11,36.1,24.8,14.2,663.72,-3.0069,-1.6735,2.03,1.99,-0.06,0,1.97,3.29,2.2,83.03,89.03,103.19,0.2326,-0.3203,-0.1606,0.1276,-0.7411,-0.0966,2.2635,2.6533,3.5601,1.3255,1.9285,3.2388,28.838,7.2609,5.794,25.2079,8.5406,7.1199,0.366,0.8355,0.5834,0.481,0.4566,2.9395,1.0033,1.1212,1.0018,3.2431,1.3082,1.2558,1.4368,3.7201,3.5058,3.8883,3.5655,10.1926,2.0274,2.0792,2.0212,2.0401,2.0248,6.3506,12.592,4.1685,4.1891,4.2345,9.8247,1.9549,1.9444,1.9814,1.9679,1.9761,1.6262,1.6565,1.5112,0.409,0.0453,0.0845,0.1161,0.0448,1.2236,1.3114,1.3276,0.0948,0.0149,0.0127,0.0097,-103.53,18.2
PAVZET,81.12,-1.14,230.82,2.25,7.94,10.95,37.3,28.7,18.1,744.54,-3.7168,-3.4244,2,2.1,-0.01,-0.01,1.99,3.21,2.27,81.78,90.66,103.46,0.2463,-0.2748,-0.1195,0.1572,-0.6408,-0.0485,2.3053,2.6782,3.7179,1.4371,2.0693,3.1434,28.8396,7.2475,5.8296,25.1752,8.521,7.0181,0.4815,0.7256,0.5683,0.4472,0.4568,2.9369,1.017,1.0682,1.0013,3.245,1.3011,1.2634,1.3897,3.7284,3.712,3.6498,3.5762,10.1764,2.0376,2.0376,2.047,2.0322,2.022,6.3456,12.5851,4.1675,4.1787,4.2389,9.823,1.9734,1.9519,1.9531,1.974,1.9706,1.5224,1.6907,1.4786,0.4396,0.0474,0.0885,0.1305,0.0526,1.2617,1.2391,1.2593,0.1163,0.0234,0.0149,0.0124,-271.58,18.2
DITLIE,84.09,2.37,183.97,4.49,8.27,12.19,31.2,24.5,18.7,913.77,-2.8845,-1.7765,1.99,1.99,-0.05,-0.04,1.94,3.17,2.21,78.9,88.47,99.32,0.3501,-0.3144,-0.1585,0.0949,-0.769,-0.5473,2.2298,2.6124,3.4056,1.255,1.6751,2.0992,28.8572,7.2552,5.7466,25.2643,8.6365,8.4237,0.3466,0.7797,0.6096,0.5621,0.4616,2.9401,1.0517,1.0249,1.0464,3.24,1.2176,1.3348,1.4448,3.723,3.507,3.8662,3.6094,10.1995,2.0357,2.0821,2.0276,2.0309,2.0231,6.3273,12.5177,4.1225,4.1661,4.2291,9.8049,1.9812,1.9794,1.9475,1.9423,1.9545,1.7602,1.6075,1.4443,0.396,0.0397,0.0869,0.1106,0.0499,1.4322,1.7258,1.4535,0.4273,0.0471,0.0992,0.0469,-138.9,18.2
IDUXAH,93.53,32.59,191.83,1.7,7.86,5.33,34.6,24.5,14,623.8,-2.5309,-1.3106,2.05,1.97,-0.21,-0.04,1.98,3.08,2.3,78.97,85,92.42,0.2853,-0.2972,-0.1372,0.0452,-0.6089,-0.5913,2.2819,2.6867,3.3836,1.315,1.8715,1.9254,28.8255,7.245,5.77,25.3206,8.4249,8.4533,0.5593,0.6416,0.5574,0.3909,0.4626,2.9456,0.9768,1.083,1.0406,3.2487,1.3549,1.2092,1.4088,3.7206,3.5295,3.8105,3.6764,10.2178,2.0379,2.0815,2.0347,2.0415,2.0223,6.3058,12.5755,4.19,4.1598,4.2257,9.8334,1.9751,1.9663,1.9841,1.9499,1.9581,1.6532,1.5672,1.4914,0.3859,0.0617,0.076,0.097,0.0559,1.6657,1.5855,1.4663,0.3714,0.0442,0.0879,0.0426,-150.56,18.2
MAWLAX,82.71,-1.78,181.09,2.92,5.3,8.85,28.2,18.9,13.8,650.83,-3.5289,-2.6301,2.06,1.96,-0.01,0.07,1.94,3.09,2.26,79.31,88.55,98.37,0.3017,-0.2873,-0.131,0.1378,-0.5671,-0.5739,2.2679,2.6382,3.4489,1.4091,2.0387,2.1436,28.8279,7.2419,5.76,25.1997,8.5041,8.4973,0.5227,0.7168,0.5967,0.3756,0.4741,2.938,0.9856,1.1149,0.9968,3.2385,1.3227,1.2298,1.4186,3.7189,3.4487,3.9189,3.5878,10.1879,2.0225,2.0791,2.0182,2.0461,2.0221,6.303,12.5657,4.1958,4.1416,4.2283,9.8296,1.9669,1.9242,1.989,1.9713,1.9782,1.5258,1.7066,1.4388,0.3706,0.0281,0.0792,0.1103,0.0459,1.5057,1.6094,1.5414,0.4107,0.0425,0.0911,0.0468,-221.38,18.2
JUCPUU,87.19,11.31,204.21,1.77,11.63,6.59,38.7,26.8,16,715.31,-3.3576,-2.1706,2.04,1.92,-0.13,-0.02,1.97,3.14,2.27,79.7,88.29,99.24,0.3625,-0.2854,-0.1294,0.1229,-0.7112,-0.6936,2.507,2.6613,3.4428,1.3688,1.9363,1.9706,28.911,7.2332,5.7546,25.2133,8.5168,8.5925,0.4755,0.7324,0.5968,0.5278,0.4995,2.9389,0.995,1.0923,1.0083,3.2418,1.37,1.2192,1.3781,3.728,3.3936,3.8687,3.7064,10.1803,2.0294,2.0529,2.0208,2.0553,2.0219,6.2964,12.5533,4.2048,4.1357,4.2128,9.7878,1.9534,1.9229,1.9901,1.9488,1.9725,1.6128,1.724,1.4355,0.406,0.0413,0.0929,0.113,0.0547,1.5307,1.6638,1.5237,0.4576,0.0826,0.1015,0.1021,-202.53,18.2
MANWIK,82.81,1.05,221.98,3.77,11.46,6.17,45.7,38.1,23.3,770.89,-3.4923,-2.5177,2.01,1.98,-0.03,-0.03,1.96,3.26,2.22,72.34,93.23,107.99,0.2743,-0.3092,-0.1436,0.0284,-0.1212,-0.2287,2.1806,2.6341,3.465,1.1159,3.2065,2.8669,28.779,7.2584,5.7125,25.2766,7.1322,7.1864,0.1036,0.8898,0.6193,0.4268,0.5184,2.9351,1.0229,1.0351,1.051,3.2445,1.2437,1.2906,1.4532,3.7514,3.4936,3.9189,3.6588,10.1489,2.025,2.0599,2.0138,2.0331,2.0171,6.4067,12.5198,4.129,4.1354,4.2554,9.7992,1.9698,1.9838,1.9538,1.9758,1.916,1.2651,1.4102,1.1721,0.0957,0.02,0.0181,0.0188,0.0211,1.4037,1.1728,1.405,0.0788,0.0132,0.0077,0.0093,-159.06,18.2
VORHOA,83.55,1.86,181.47,3.54,6.32,12.62,31.4,23.8,15.7,762.88,-2.8391,-1.3892,2.04,1.99,-0.07,-0.03,1.97,3.19,2.19,79.94,88.68,98.37,0.3279,-0.32,-0.1657,0.1108,-0.5556,-0.8603,2.1104,2.5948,3.4443,1.2881,2.0551,1.7273,28.8507,7.2474,5.7642,25.249,8.4385,8.6866,0.3691,0.7996,0.5906,0.4127,0.5215,2.94,0.9995,1.0944,1.0369,3.2416,1.33,1.2321,1.4402,3.717,3.3852,3.8834,3.7028,10.2007,2.0282,2.0795,2.0195,2.052,2.0215,6.3343,12.5169,4.1581,4.1425,4.2163,9.8209,1.9579,1.9646,1.9816,1.9581,1.9587,1.4253,1.7289,1.4764,0.4029,0.0339,0.068,0.1289,0.0496,1.7419,1.5817,1.5301,0.4578,0.0552,0.0937,0.0812,-106.37,18.2
SEVKEK,86.75,-0.84,200.89,2.7,10.17,14.19,39.3,30.2,17.8,877.02,-3.5042,-2.2247,1.93,1.96,0.03,-0.01,1.99,3.2,2.27,81.45,88.37,101.69,0.1249,-0.295,-0.1306,0.0973,-0.113,-0.2165,2.5853,2.6579,3.497,1.3684,3.2107,2.9271,28.9067,7.2382,5.7797,25.2177,7.051,7.1023,0.454,0.7575,0.5505,0.5598,0.5434,2.9384,0.9916,1.1324,0.9729,3.247,1.3717,1.1992,1.4009,3.7287,3.4415,3.8903,3.6556,10.1866,2.0239,2.068,2.0248,2.0463,2.0237,6.3712,12.6964,4.2217,4.214,4.2608,9.8074,1.9781,1.9743,1.9782,1.929,1.9478,1.2908,1.2924,1.261,0.0984,0.0148,0.0153,0.0233,0.0113,1.3704,1.1946,1.4053,0.08,0.0136,0.0088,0.0087,-206.06,18.2
IWIXOD,93.55,2.37,187.53,1.7,10.65,10.76,32.7,23.9,16.1,792.65,-4.0822,-3.6485,2,2.22,0.01,-0.05,1.96,3.15,2.32,78.28,89.48,103.3,0.305,-0.2607,-0.0989,0.1041,0.1606,-0.4706,2.3298,2.7014,3.4971,1.3891,3.1285,1.862,28.8521,7.2732,5.763,25.1902,6.9605,8.3331,0.4579,0.7177,0.6508,0.5969,0.2393,2.9344,0.9853,1.0553,1.0276,3.2424,1.2959,1.2329,1.4124,3.7518,3.6839,3.8159,3.4891,10.1552,2.0194,2.0354,2.0317,2.0441,2.0244,6.3738,12.5187,4.1891,4.1052,4.2245,9.8025,1.992,1.961,1.9639,1.9851,1.9004,1.2301,1.0137,1.3107,0.1295,0.0292,0.014,0.0448,0.015,1.5758,1.6121,1.3234,0.3949,0.0476,0.0975,0.0592,-325.25,18.1
BANTEP10,80.58,-0.3,212.21,3.38,6.9,6.95,38.7,32.8,21.3,665.78,-3.6729,-2.72,2.01,2.06,0.02,-0.04,1.96,3.13,2.27,79.73,89.53,100.51,0.257,-0.2907,-0.1239,0.1396,0.0069,-0.5581,2.2686,2.6644,3.4777,1.3995,3.0686,2.0157,28.8108,7.2458,5.7506,25.1866,6.9996,8.4674,0.4737,0.7343,0.5975,0.5003,0.3564,2.9361,1.0308,1.0798,0.9809,3.2405,1.2543,1.2985,1.4209,3.7273,3.5524,3.8379,3.5649,10.1778,2.0337,2.066,2.0248,2.0309,2.0225,6.3451,12.5754,4.1676,4.1783,4.2295,9.8225,1.9745,1.9558,1.9577,1.9717,1.9628,1.2757,1.1743,1.2708,0.127,0.0214,0.0172,0.0299,0.0168,1.4992,1.639,1.5057,0.4068,0.0542,0.0718,0.0474,-241.56,18.1
MEPZUD,87.03,9.51,208.8,2.73,9,6.69,40,30.8,18.2,645.27,-3.1627,-2.0053,2.01,2.02,-0.09,-0.08,2.02,3.21,2.22,82.14,88.46,99.35,0.2386,-0.3162,-0.1492,0.1506,-0.7189,-0.0954,2.2303,2.5965,3.4299,1.3878,1.9645,3.0495,28.8455,7.2677,5.7334,25.2091,8.5288,7.13,0.4617,0.785,0.5469,0.4896,0.3964,2.9385,0.9821,1.1252,1.0083,3.2499,1.3383,1.2125,1.4404,3.7136,3.5022,3.898,3.5373,10.1982,2.0219,2.0834,2.0193,2.0458,2.0279,6.3333,12.5684,4.175,4.1563,4.2371,9.8597,1.9669,1.9705,1.9799,1.9728,1.9696,1.5246,1.7657,1.4965,0.4099,0.0706,0.0991,0.0762,0.0876,1.3797,1.2319,1.2201,0.0917,0.0167,0.02,0.019,-138.86,18.1
ZEQREV,82.54,0.85,201.79,3.94,6.79,12.54,35.1,25.4,17.5,864.87,-3.4111,-2.3836,2.02,2.05,-0.01,-0.04,1.96,3.17,2.19,77.14,91.1,100.66,0.1763,-0.3234,-0.1583,0.1258,-0.121,-0.1222,2.1056,2.6159,3.4106,1.2582,3.1705,3.1588,28.7684,7.2753,5.7307,25.2014,7.0911,7.0889,0.2679,0.8566,0.6057,0.43,0.3967,2.9363,0.9825,1.121,1.021,3.2407,1.3303,1.2256,1.45,3.7268,3.5354,3.9057,3.5331,10.1732,2.0215,2.0673,2.0187,2.042,2.0238,6.3915,12.5889,4.1537,4.1939,4.2413,9.8433,1.966,1.9113,1.9968,1.9833,1.986,1.2102,1.3564,1.3081,0.0945,0.0141,0.0136,0.022,0.0098,1.2252,1.2212,1.4265,0.0939,0.0188,0.0086,0.0095,-137.93,18.1
ROLVAR,63.3,-0.2,157.17,1.86,10,10.12,24.2,14.2,9.8,775.96,-3.173,-2.4417,2.05,2.11,0.03,-0.03,1.94,3.11,2.24,79.67,88.18,97.16,0.2879,-0.311,-0.1462,0.1228,-0.5915,-0.5855,2.1414,2.6248,3.4249,1.3729,1.9315,1.9291,28.9265,7.2659,5.7503,25.2244,8.5433,8.5427,0.5009,0.7347,0.6147,0.4816,0.4112,2.9403,0.9842,1.1193,1.0079,3.2389,1.3224,1.2292,1.4431,3.7164,3.4768,3.9183,3.5643,10.2015,2.0232,2.0894,2.0185,2.0449,2.0254,6.3509,12.5172,4.1797,4.1212,4.2163,9.8439,1.9701,1.9416,1.9774,1.976,1.9787,1.5531,1.4807,1.6779,0.3515,0.0599,0.0449,0.0982,0.0458,1.5443,1.6512,1.5146,0.3402,0.0466,0.0525,0.0449,-164.05,18.1
